"fpts","ha","cond","l5g_avg_fpts","l5g_avg_trg","l5g_pct_pyb","l5g_avg_tdr","l5g_avg_ra","l5g_avg_ry","l5g_pct_ryb","l5g_avg_recy","l5g_avg_rec","l5g_pct_recyb","l5g_avg_tdrec","l5g_oppdef_ptsa","l5g_oppdef_rya","l5g_oppdef_pya","l5g_oppdef_fumforc","l5g_oppdef_sacksforc"
23,1,"1",13.1,1.8,0,0.6,20,66.2,0.2,0,0,0,0,25.75,137,231.25,0.5,1.25
7.7,0,"1",12.16,1.8,0,0.8,17.4,55.6,0,16,2,0,0,12,92.75,204.25,0.5,1.75
10.1,0,"1",7.86,1.4,0,0.4,13,40.4,0,6,2,0,0,15.2,163.2,186.8,1.4,2.8
21.9,0,"-1",5.28,1.8,0,0,12.2,35.4,0,0,0,0,0,19,140.4,186.4,1.4,2.2
9.5,0,"1",8.2,0.75,0,0.25,11.5,44.25,0,5,2,0,0,23.2,154.8,172.8,0,1.8
14.5,0,"1",11.1,2.25,0,0.25,17.5,60,0.25,32,5,0,0,14,121.75,193.5,1.25,3
11.2,0,"1",12.925,3,0,0.25,18.75,61.25,0.25,8,2,0,0,18.8,83.8,204.4,1.2,2.8
15.7,1,"1",8.58,2.4,0,0.2,15.8,45.6,0,0,0,0,0,18.5,87.5,171,0.75,2.75
26.7,1,"1",7.24,1.4,0,0.2,13.4,49.4,0,56,2,0,0,26.6,158.2,226.2,0.6,2.2
7.8,1,"1",11.36,1.8,0,0.4,16.2,57.4,0.2,14,1,0,0,16.8,92.6,252,0.4,2.6
33,0,"1",21.02,4.8,0,1,16.4,68.2,0.2,11,2,0,0,23,118.25,198.75,1.25,2.75
17.7,0,"1",18.86,3.8,0,0.8,15.8,70.2,0.2,5,1,0,0,19.8,94.6,251,0.6,1.8
19.6,1,"1",21.8,4.8,0,0.8,17.8,90.6,0.4,12,1,0,0,27.25,102.25,255,1.25,2
9.5,1,"1",22.56,4.2,0,1,19.2,96.4,0.4,12,3,0,0,24.75,169.75,161,0.75,1
23.4,0,"1",19.95,3.25,0,1,20,102,0.5,38,4,0,0,24.75,135,295,1.25,1.25
25.6,0,"1",17.55,3.5,0,0.5,19,93.75,0.5,43,7,0,0,13.6,81.6,223.6,0.8,1.4
28.8,1,"-1",19.525,4,0,0.75,17.75,81.5,0.25,27,2,0,0,11.75,85.25,126,0.25,3.5
28.4,1,"1",20.95,4.5,0,0.5,22.75,105,0.5,0,0,0,0,25.8,130.4,312.4,1,1.4
9,1,"1",18.9,3.2,0,0.8,21.8,96.8,0.4,0,2,0,0,30,108,208.4,0.8,2
15.8,0,"1",18,2.25,0,1.5,19.5,51.75,0,35,7,0,0,19.25,176.5,165.25,0.75,3
34,1,"1",15.05,4,0,1,17.25,42.75,0,13,1,0,0,26.8,116.4,228.6,0.2,1.6
17.4,0,"1",18.1,4.25,0,0.75,19.75,78,0.25,0,2,0,0,18.2,154,227.8,1.2,2.2
8,0,"1",22.775,4.25,0,0.75,24,107.25,0.5,0,0,0,0,13,90.6,113,0.4,2.4
19.3,1,"1",18.8,3.5,0,0.5,23,106,0.5,4,1,0,0,26.2,160,245,0.4,0.6
13.8,1,"1",19.675,1.25,0,0.5,24.25,130,0.75,21,4,0,0,24.25,121.5,175.5,1,2.5
21.9,0,"1",14.625,1.75,0,0,22,107.5,0.5,6,1,0,0,23.8,130.4,223.8,1,2
26.5,1,"1",15.75,2,0,0.25,23,104.75,0.5,6,1,0,0,24,135.8,262.4,0.4,1
12.1,0,"1",17.9,1.8,0,0.4,24.8,117.6,0.6,13,2,0,0,18.8,85.4,202.8,0.6,2.2
7.3,1,"1",18.72,2.4,0,0.4,24.4,119.2,0.6,6,1,0,0,19.2,112.4,186.2,1,2.6
7.3,0,"1",16.32,2.8,0,0.4,24.6,102.8,0.4,1,2,0,0,16.6,87.6,182.4,0.6,3
10.3,1,"1",8.3,2,0,0,9.5,52,0,54,3,0,0,29.2,135,236.6,0.8,2.8
10.5,0,"1",8.96666666666667,2.33333333333333,0,0,9,41,0,10,3,0,0,21.4,118.4,225,1.6,3.6
29.1,0,"1",14.9,2.33333333333333,0,0.666666666666667,16.3333333333333,68.3333333333333,0.33,3,2,0,0,22,96.4,236.6,0.6,1.4
19.7,1,"1",14.25,1.25,0,0.25,21.25,99.25,0.5,0,0,0,0,19.5,77.5,253,1,1.5
25.1,0,"1",14.6,0.5,0,0.5,23.25,95.25,0.5,8,1,0,0,16.5,143.5,142,0.25,0.75
7.1,1,"1",13.6,0.75,0,0.5,19.75,86.5,0.5,24,3,0,0,19.8,97,219.4,1,2.2
13.2,1,"1",12.3,1.2,0,0.4,18.2,74.6,0.4,9,3,0,0,21.8,151.6,159.4,1,1.6
23.5,0,"1",14.36,1.8,0,0.4,19.2,87.4,0.4,7,2,0,0,17.6,91.2,233.2,0.6,2.4
16.5,0,"1",14.76,2.6,0,0.6,16.4,77.6,0.2,0,0,0,0,16.4,167.6,140.6,1,3.2
14.5,1,"-1",13.04,2.2,0,0.4,17.8,76,0.2,3,1,0,0,16.6,122.8,185.4,0.8,2.4
15.9,0,"1",6.4,2,0,0,9,31,0,0,0,0,0,20,170.4,160.4,0.8,2.2
8.4,1,"1",11.15,2,0,1,12,40,0,0,0,0,0,23.4,129.4,197.6,0.2,1.8
8.9,1,"1",12.04,3,0,1,7.2,22,0,29,4,0,0,22.2,96.2,210.2,0.6,2.8
10.1,0,"1",11.325,3.75,0,0.75,6.25,23.25,0,18,2,0,0,12.6,107.8,165.8,0.4,1.8
22.5,0,"1",11.575,3,0,1,6.5,18.25,0,6,2,0,0,21.25,131.5,205,1,3.5
11,1,"1",15,3,0,1,10.5,42.25,0.25,28,6,0,0,33.25,102,224,0,1.5
14.1,1,"1",11.775,3.25,0,0.5,13,42.25,0.25,0,0,0,0,17.2,88,164.4,0.6,3.2
7.1,0,"1",12.24,2.8,0,0.8,12.6,38,0.2,34,3,0,0,21.2,111.2,190.2,0.6,3.6
9.2,1,"1",11.64,2.8,0,0.6,12.8,38.8,0.2,0,0,0,0,31.8,176.8,202,1,0.8
9,1,"1",8.98,2.6,0,0.6,10.8,23.4,0,20,5,0,0,17.6,80,193.4,0.8,3.2
15.8,0,"1",17.95,7.5,0,0.5,9.5,31.5,0,26,4,0.25,0,16.4,107.6,208,0.8,2.8
9,0,"1",14.75,5,0,0.75,10.75,35.75,0,11,2,0,0,20.4,115.8,139.4,1,2.4
23.6,1,"1",12.65,5.5,0,0.75,8,20,0,57,8,0,0,19.75,118.75,149,0.5,3.25
9.8,0,"1",16.025,6,0,1,7.75,24.25,0,11,1,0,0,24,123,200,1,1.5
10.8,1,"1",14.78,5.4,0,0.8,9.2,34.8,0,21,5,0,0,21.25,81.75,219.5,1,2.75
17.5,0,"1",13.8,5.4,0,0.6,10,38.8,0,15,2,0,0,25.75,164,235,0.5,1.5
16.8,0,"1",14.14,5,0,0.4,10.2,54.4,0.2,23,3,0,0,18.5,117.75,213.25,0.25,3.5
15.8,0,"1",10.7,3.2,0,0.2,8.6,51,0.2,34,6,0,0,33.8,161.2,286.4,1.2,1
11.5,1,"1",11.7,3.4,0,0.4,7.8,44.4,0.2,3,2,0,0,25.6,140.2,227.4,1.4,1
11.6,0,"1",6.625,2,0,0.25,8.25,34.25,0,24,3,0,0,27.4,124.4,240.8,0.6,2
9.6,1,"1",6.36,2.4,0,0.2,8.8,28,0,5,1,0,0,25,95,270.5,0.75,2.75
28.8,1,"1",7.86,2.6,0,0.2,11.6,44.2,0,0,0,0,0,27.5,128.5,292,0.5,2.25
7.8,0,"1",12.84,2.8,0,0.6,12.6,66,0.2,12,3,0,0,30.8,146,230,1,2.4
8.8,0,"1",11.4666666666667,3.66666666666667,0,0,14,53.6666666666667,0,0,0,0,0,27,149.4,203.8,0.2,1.4
11.5,1,"1",7.1,0.333333333333333,0,0.333333333333333,13.3333333333333,44.3333333333333,0,31,3,0,0,18.2,87.8,201.6,0.2,2.8
34.9,1,"1",9.4,1.66666666666667,0,0.333333333333333,14,47,0,47,3,0,0,25,115.2,246.2,0.6,2.8
21.7,0,"1",15.775,2,0,0.75,17.25,65.75,0.25,41,5,0,0,22.2,146.8,215.2,0.4,1.4
17.2,0,"1",5.175,1,0,0,8.75,38,0.25,15,1,0,0,34,233.5,198.25,0.5,2
7.5,1,"1",9.2,1.25,0,0.25,13.5,57,0.25,34,2,0,0,20.4,141.2,194.4,1,2.2
20.6,0,"1",8.86,1.4,0,0.2,12.4,49.8,0.2,57,8,0,0,22.75,59.25,305.25,0.25,4
18.5,1,"1",12.98,3.2,0,0.2,14.8,63.6,0.2,54,2,0,1,12.5,83.75,170,0.25,2.5
19.8,0,"1",10.68,3.2,0,0,8.6,35.4,0,11,3,0,0,27.4,89,212.8,1,2.2
10.9,0,"1",10.02,1.8,0,0.4,8.4,30.6,0,0,0,0,0,18.2,103,219.2,1,2
8.5,0,"-1",7.625,3.25,0,0.5,7.25,26,0,15,2,0,0,23.5,174,166.5,0.75,1.5
7.5,1,"1",7.8,3,0,0.4,8,30.8,0,19,3,0,0,14,56,177,0.75,5.5
8.6,1,"1",7.9,1.75,0,0.25,8.25,28.25,0,0,0,0,0,18.6,141.8,170.2,0.4,1.8
8.2,0,"1",5.8,2,0,0.2,7,23,0,3,1,0,0,25,148.75,216.25,0.5,3
10.5,0,"-1",6.62,2,0,0.2,9.2,32.4,0,9,1,0,0,16,114.4,166,0.6,1.8
10.5,1,"1",13,2,0,0.333333333333333,17.3333333333333,85.3333333333333,0.33,17,3,0,0,20.2,114,242.4,0.8,1.8
15.8,0,"1",6.46666666666667,3,0,0,16.6666666666667,50.3333333333333,0,24,2,0,0,19.75,111.75,209.75,0.75,2
9.6,1,"1",9.1,3,0,0.333333333333333,16,44,0,31,4,0,0,20.75,104.5,235.5,0.75,2.5
8.7,1,"1",7.1,2.75,0,0,3.5,38.25,0.25,0,0,0,0,22.8,129.6,180.2,0.8,2.2
11.2,0,"1",8.575,2.25,0,0.25,5.5,43.25,0.25,21,2,0,0,20,89.6,212.2,0.6,0.8
12.3,0,"1",9.1,2.2,0,0.4,5.8,36.8,0.2,14,2,0,0,21.75,148,212.5,1.75,2
25.1,1,"1",10.78,2.4,0,0.4,9.8,54.6,0.2,17,1,0,0,21.4,166.6,207,0.4,2
12.7,1,"1",15.36,1.8,0,0.6,16,79,0.4,14,4,0,0,26,154.6,185,1.2,3
14,0,"1",14,2,0,0.6,17.6,66.8,0.2,32,4,0,0,26.8,84.4,218.2,0.6,2
13.9,1,"1",26.175,7,0,1,19.75,90.25,0.5,22,2,0,0,17,82.4,170.2,0.6,2.4
15.5,0,"1",22.525,6,0,0.5,20.5,97.75,0.5,13,3,0,0,20.2,116.2,164.8,0.6,2
12.2,1,"1",9.83333333333333,2.33333333333333,0,0.333333333333333,12.6666666666667,50,0,23,4,0,0,28.5,151.75,249.25,1.25,2.75
15.4,0,"1",9.26666666666667,2.33333333333333,0,0.333333333333333,10.6666666666667,37.3333333333333,0,48,6,0,0,33.4,118.6,256.2,0.4,0.8
10.1,1,"1",9.23333333333333,4,0,0,11,35.3333333333333,0,22,3,0,0,26.8,164.8,181.4,0.6,2.2
12.4,0,"1",12.5666666666667,5,0,0,15.6666666666667,51.3333333333333,0,68,3,0,0,19.75,105,178.75,0.25,3
14.7,1,"1",12.525,5,0,0,15,45,0,37,7,0,0,27.6,125.4,269.4,0.4,1
20.3,0,"1",12.96,5.8,0,0,15,44,0,34,4,0,0,23.8,105.8,234,0,2
29.2,1,"1",14.58,5.8,0,0,15.8,54,0.2,4,3,0,0,27.2,133,257.8,1,2.2
21.5,1,"1",22.475,3,0,1,21.5,103.25,0.75,6,1,0,0,26.75,181,200.25,0.5,1.5
17.4,1,"1",24.725,2.5,0,1.25,23.5,117.75,0.75,-5,1,0,0,16.5,92,132.5,0.75,2.75
11.7,0,"1",20.875,2.25,0,0.75,24.75,117.75,0.75,25,3,0,0,16.25,100.5,207.75,1,2.5
8.7,1,"1",13.75,2,0,0.5,20.25,85,0.25,0,0,0,0,12.5,78.75,157.75,1.75,4.75
15.2,0,"1",10.55,2.25,0,0,20.75,84.5,0.25,50,3,0,0,27.75,143.25,189.25,0.75,1.5
9.3,1,"1",10,3,0,0,20.75,67.75,0,0,0,0,0,21,146,146.4,1,2.4
19.5,0,"-1",9.4,2.25,0,0,20,73,0,23,4,0,0,22.2,93,208.6,0.8,2.2
16.4,1,"1",13.175,3.5,0,0.25,20.75,81,0,3,1,0,0,22.2,119.8,192.4,0.6,1.8
20.6,0,"1",13.82,3.2,0,0.4,22,83,0,1,1,0,0,23.8,159.2,134.6,0.6,1.8
8.7,0,"1",13.648,3,0,0.4,21,77.8,0.2,14,3,0,0,23.8,125.8,237.4,1.2,2
26.4,1,"1",15.55,4.25,0,0.5,18.5,76.25,0.25,23,4,0,0,36.75,132,256,0.5,1
13.3,1,"1",19.775,4,0,0.75,19.75,90.5,0.5,24,4,0,0,22.75,103,176.25,0.75,2.5
23.3,0,"-1",16.925,4.75,0,0.25,18.75,83.25,0.5,10,3,0,0,10.4,98.2,161.2,0.6,3.8
17.2,0,"1",17.925,4.25,0,0.5,21,84,0.5,1,2,0,0,18.75,138.5,219.75,0.5,2
10.7,0,"1",20.05,3.75,0,0.5,24,103.5,0.75,-2,1,0,0,11.4,68,191.4,1,3
18.2,0,"1",13.54,2.8,0,0.2,21.6,86.8,0.4,26,2,0,0,24.2,180.8,150,0.8,2.4
17.4,1,"1",14.52,2,0,0.4,19.8,88.2,0.4,16,3,0,0,23.2,100.2,212.6,0.4,1
9.2,0,"1",13.34,2.2,0,0.4,17.2,79.2,0.2,10,2,0,0,23.8,140.8,208.2,1,1.2
18.1,1,"1",9.42,2.4,0,0,17.6,58,0.2,11,1,0,0,18.25,77.5,224.5,0.75,3.75
15.4,1,"1",11.08,1.6,0,0,18.6,75.6,0.4,34,5,0,0,22.75,110,271,0.75,0.75
8.5,1,"1",10.94,2.2,0,0,16.8,67.6,0.2,16,2,0,0,22.75,91,214.75,0.5,2.25
16.4,1,"1",12.175,2,0,0,18,79,0.25,7,1,0,0,19.75,71.75,150.5,1.25,2
7.7,0,"1",11.75,2,0,0,19.5,75.75,0.25,17,2,0,0,18.5,91.75,217.5,0.75,3
17,0,"1",12,2.75,0,0,19,69,0.25,25,1,0,0,11.5,136.5,120.5,0.25,2
15.9,1,"1",12.4,1.75,0,0.25,21,70.25,0.25,13,1,0,0,27,121.2,241.2,0.8,2.4
9.3,0,"1",12.44,1.8,0,0.2,20.8,71.4,0.4,5,3,0,0,25.8,135.6,215.4,0.6,1.8
18.3,1,"1",11.02,2.4,0,0.2,19,59.6,0.2,15,1,0,1,27.2,172.8,162.8,0.2,1.8
28.8,1,"1",11.775,3,0,0.25,16.75,63.5,0.25,13,3,0,1,23.6,173,167.6,1,0.6
19.9,0,"1",13.4,3,0,0.5,15.5,54.5,0,0,1,0,0,23.5,108.5,217.5,0.5,3.25
13,1,"1",16,2.25,0,0.5,17.25,76.75,0.25,6,1,0,0,31.25,205.75,225.75,1,0.25
22.7,0,"1",17.65,1.75,0,0.75,18.25,81,0.25,38,6,0,0,23.5,106.5,240,1,1.25
35.9,1,"1",21.1,3,0,1,16.75,86.75,0.25,0,0,0,0,22,147.5,246.75,1,2.75
22.9,0,"1",24.06,2.4,0,1.4,18.6,99.2,0.4,15,2,0,0,16.2,80.2,221,0.8,1.8
20.7,0,"1",22.88,2.2,0,1.2,21.2,107,0.6,21,3,0,1,15,94.4,201.4,0.2,2.6
32.9,1,"-1",23.04,2.6,0,1.2,21.8,94.4,0.4,21,2,0,0,26.75,129.25,228.75,0.25,0.75
15.8,0,"1",27.02,3,0,1.4,22.2,111.2,0.6,12,3,0,0,20.75,102,284,0.75,2
16.2,1,"1",25.64,2.2,0,1.4,21.8,108.6,0.6,4,2,0,0,21.2,132.2,203.6,1,1.8
12.6,0,"-1",21.7,2.6,0,1,20.6,94.4,0.4,29,3,0,0,24.8,122.4,276.6,1,1.6
33.7,1,"1",12.44,1,0,1,14.8,54.2,0.2,17,2,0,0,23.2,156.6,185.6,0.2,2.4
22.4,0,"1",14.04,1.4,0,0.8,15.2,74.8,0.2,3,1,0,0,23,160.6,216.2,0.6,2.4
17,1,"1",17.26,1.6,0,1,17.6,88.2,0.4,28,1,0,0,26.5,97.75,223.25,0.5,3.5
13.7,1,"1",22.325,1.75,0,1,22,118.75,0.75,0,0,0,0,28,143.25,202.25,0,1.25
13.3,0,"1",21.7,1.5,0,0.75,24,127.5,0.75,0,0,0,0,14.75,127.5,165.25,0.75,1.5
17.6,1,"1",16.6,1.25,0,0.5,23.75,100.75,0.75,11,3,0,0,22.8,113.8,213.2,0.4,1
13.9,0,"1",15.4,1.75,0,0.5,23.5,89.25,0.5,0,0,0,0,26,155.75,209.75,0.5,1.25
22.7,0,"1",14.625,1.5,0,0.5,22.5,91,0.5,-2,1,0,0,25.4,158.8,194,0.6,2.6
19.5,0,"1",14.54,1.4,0,0.6,22.2,87.6,0.4,0,0,0,0,21.2,119.6,246.2,0.6,1.6
19.8,1,"1",15.78,1.2,0,0.8,22.6,88,0.4,0,0,0,0,17.4,95.8,184.8,0,1.8
21,0,"1",8.05,1.25,0,0.25,15,59,0,10,1,0,0,27.2,81.2,329.6,0.4,1.8
21.5,1,"1",12.325,1.5,0,0.5,17,74.25,0,0,0,0,0,30,116.8,261.6,0.4,1.6
9.2,1,"1",15.25,1.25,0,0.75,16.5,84.75,0.25,5,1,0,0,37.25,208,202.5,1.25,1.25
19.1,1,"1",11.62,0.8,0,0.4,16.2,67.4,0.2,0,0,0,0,30.75,125,304.5,1,3
11.2,0,"1",11.24,0.4,0,0.6,15.4,61.6,0.2,14,3,0,0,27.2,142.4,275.6,1.2,1.8
14.7,1,"1",9.18,1,0,0.4,15.4,50.2,0,54,4,0,0,31,119,297.5,0.25,1.75
14.8,0,"1",9.66,1.8,0,0.4,10.6,39.2,0,16,1,0,0,25.4,118.4,247.6,0.6,2.6
21.4,0,"1",5.5,2.75,0,0,3,11.5,0,61,9,0,1,25,115,213.4,0.4,2
14.5,1,"1",6.2,1,0,0,5,40,0,0,0,0,0,24.25,84.75,271.5,0.75,1
12.1,0,"1",7.925,1,0,0.25,12.25,55.5,0,33,4,0,0,22.2,85.6,312,0.4,1
15.4,1,"1",8.76,2,0,0.2,12.6,54,0,1,1,0,0,23,50,238,0.4,2.6
9.8,0,"1",10.6,2.2,0,0.2,17.4,68.6,0.2,26,1,0,0,25.25,125,242,0.25,1.25
40.4,1,"1",9.66,2.6,0,0,17,64,0.2,47,3,0,1,25.4,106.8,238.8,0,1.2
15.3,1,"1",14.9,2.2,0,0.4,18.4,78.2,0.4,7,1,0,0,18.4,120,193,1,5
8.7,0,"1",14.88,2,0,0.6,15.2,70.8,0.2,29,3,0,0,6.6,70.8,122.8,0.4,4
7.1,0,"1",5.3,1.5,0,0.25,2.25,13.75,0,0,0,0,0,25.25,87,220.25,1,3
16.9,0,"1",7.55,2,0,0.5,3.5,19.5,0,18,2,0,0,25.75,103.75,235,0.75,3
8.2,1,"1",10.925,2.25,0,0.75,3.5,31,0,23,5,0,0,15.8,131,155.8,1.4,3.2
8.9,1,"1",7.7,3,0,0.2,5.4,26.4,0,41,2,0,0,30.8,135.6,209.4,1.2,2.8
7.9,0,"1",8.42,2.6,0,0.2,5.4,29.4,0,27,4,0,0,19.4,105.6,261.8,0.8,1.6
22.8,1,"1",5.12,1.8,0,0,3.8,17.2,0,65,7,0,1,28.2,136,256.4,0.4,1.8
9,0,"1",5.83333333333333,0,0,0.333333333333333,6,38.3333333333333,0,13,4,0,0,24.4,128.6,232.8,0.8,1.6
8.2,0,"1",6.625,1.5,0,0.25,7.75,38,0,15,2,0,0,34.25,132.5,224.25,1,2.75
16.9,1,"1",6.65,2.5,0,0,12.5,44.5,0,14,2,0,0,17.2,103.2,181.8,0.6,2.8
8.7,1,"1",9.425,5,0,0.25,16,45.75,0,0,0,0,0,14.2,77.4,208.8,1,2.8
31.4,0,"1",8.075,3.5,0,0.25,5.5,15.75,0,7,3,0,0,27,155.5,226.5,1.25,0.75
13.4,0,"1",12.74,3.4,0,0.8,10,32,0,17,3,0,1,19.2,67.6,199.2,1.2,3.6
8.6,0,"1",12.9,4,0,0.6,9.6,28.2,0,8,3,0,0,12.4,80.8,197.6,1,2.6
14.3,1,"1",12.24,2.8,0,0.6,15,45.4,0,19,4,0,0,24,132,224,0.75,1.5
8.6,0,"-1",6.74,2.6,0,0,13.4,40.2,0,3,1,0,0,10.6,74.2,140.6,1,1.8
23.5,1,"1",7.12,2.2,0,0.2,11.6,31.8,0,29,4,0,0,16,120.4,176.4,0.8,3.4
16.1,1,"1",13.125,1.25,0,0.25,10.5,67.5,0.25,0,0,0,0,20.75,93.75,271.25,1.25,2.75
23.3,0,"1",15.625,1,0,0.5,14.25,79.75,0.25,22,3,0,0,18.4,116.8,212.2,0.2,1.6
27.8,1,"1",7.8,2.5,0,0,13,47.5,0,12,1,0,0,21,67.8,267,0.6,4
8.4,0,"1",14.4666666666667,2,0,0.666666666666667,13.6666666666667,67,0.33,7,1,0,0,29.2,121.6,262.6,0.2,2.4
7.4,0,"1",9.34,1.4,0,0.4,13.6,50.6,0.2,0,0,0,0,28.4,155.2,208.6,0.4,2.8
16.6,1,"1",10.775,3,0,0.25,11.25,39,0,31,5,0,1,25.5,129.5,258.25,1,1.75
19.3,0,"1",7.775,3,0,0,5.5,24.5,0,45,7,0,0,15.25,90,241.25,1.5,1.5
18,0,"1",10.875,4,0,0.25,3.5,15.75,0,81,8,0,0,32.8,134.6,275.8,0.2,2.4
11.4,1,"1",12.3,5,0,0.2,3.6,16.4,0,30,4,0,0,18.2,78.8,204.6,1,2
10.9,0,"1",11.26,5,0,0.2,4.2,20.2,0,27,3,0,0,21.75,78.25,206.5,0.25,1.25
9.2,0,"1",12.88,6,0,0.2,5.6,30.2,0,32,3,0,0,20.5,134,181,0.75,1.25
21.5,1,"1",13.76,6.2,0,0.2,6,32.6,0,56,8,0,0,18.4,100.6,261.4,2,2.6
28.9,1,"1",14.2,6.6,0,0,8.8,46.8,0,13,3,0,0,27.8,67.4,332.8,1.2,2.2
10.2,0,"1",16.38,5.8,0,0.2,12.6,74.2,0.2,32,4,0,0,27.5,143,241.25,0.75,0.75
7.1,1,"1",7.83333333333333,2.33333333333333,0,0.333333333333333,7,25,0,25,2,0,0,32.75,138,216.5,0.25,2
21.6,0,"1",8.43333333333333,2.66666666666667,0,0.333333333333333,5.33333333333333,20,0,33,4,0,0,19.4,84.6,225,1,3.4
7.4,0,"1",10.7,3.33333333333333,0,0.666666666666667,4.33333333333333,17.6666666666667,0,22,3,0,0,21.6,143.4,193.2,1.8,3
12.6,1,"1",9.875,3.5,0,0.5,4.5,18.75,0,28,2,0,0,24.5,116.25,226.25,1.25,1.25
8.7,1,"1",5.425,1.75,0,0.25,4.25,9,0,2,2,0,0,20.8,86,226,0.4,2.6
7.4,1,"1",20.04,5.6,0,0.8,16.2,60.6,0.2,17,2,0,0,25.8,122.4,227.8,1,3.8
23.4,1,"1",14.52,5,0,0.6,13,40,0,12,1,0,0,28.25,89.5,289.75,1.25,1.75
22.6,1,"1",15.78,3.8,0,0.6,15.4,59,0.2,31,6,0,0,23.5,166.75,232.75,0.75,1
20.4,0,"1",14.325,3.75,0,0.25,17.75,68,0.5,49,6,0,0,23.2,103.4,248.8,0.6,1.8
21.2,1,"1",17.575,5,0,0.25,21.25,82.5,0.5,27,4,0,0,15,86.2,137.8,0,1.4
18.5,0,"1",21.9,5.5,0,0.5,26.5,101.75,0.5,23,3,0,0,37,169.2,239.6,0.6,1.2
18.1,1,"1",20.675,6.5,0,0.5,25.5,89.25,0.25,9,1,0,0,22.6,134.2,216.6,0.4,1.6
18.2,1,"1",19.55,4.75,0,1,23.75,73.5,0,4,3,0,0,20.25,105.5,261.5,0.75,2.25
9.8,0,"1",19.28,4.6,0,1.2,21.2,64.4,0,15,3,0,0,17,79,212,0.6,2.2
7.3,0,"1",7.05,1,0,0.25,15.5,48.25,0,33,2,0,0,28,129.75,158.5,0.5,2.75
10.3,0,"1",5.7,2.5,0,0,9.25,24.75,0,31,5,0,0,25.25,133,203,1,2.25
13.8,0,"-1",6.12,3,0,0,6.6,15.6,0,68,5,0,0,18,108.75,190.75,1.25,3.5
20.2,1,"1",7.42,3.6,0,0,6.2,15.6,0,38,4,0,1,25.8,125.8,224.6,0.4,1.8
8.8,0,"1",10.16,3.8,0,0,9,28,0,15,3,0,0,28.8,108.2,327.2,0.8,1.4
12.2,1,"1",9.86,3.8,0,0,10.6,32.2,0,17,2,0,0,20.2,129,227.6,0.4,3
10.1,0,"1",11.44,3.8,0,0.2,14,48,0,0,0,0,0,17.4,132.6,253.2,1.4,1.4
15.8,1,"1",11.84,3,0,0.4,16.2,52.2,0,41,4,0,0,24.25,155.25,239.5,0,1.25
10.2,1,"1",8.36666666666667,2.66666666666667,0,0,9,36.6666666666667,0,0,0,0,0,24.25,142.25,213.75,0.75,2.25
21.9,0,"1",6.96666666666667,2,0,0,2.33333333333333,8,0,74,8,0,1,28.2,134.4,255.8,1.4,1.6
8.5,1,"1",20.5,9,0,0,3,5.5,0,5,2,0,1,13.5,100.25,187.25,1,3.5
8.2,0,"1",12,7,0,0,2.66666666666667,2.33333333333333,0,40,3,0,0,22.25,108.75,292,0.25,2
11.4,1,"1",11.05,6.75,0,0,2.5,4.75,0,54,6,0,0,33,105,283,0.75,2
14.4,0,"1",5.75,4,0,0,0.75,4,0,34,5,0,1,20.6,84.8,207.8,0,2.8
10.8,1,"1",12.96,7.2,0,0,0.4,2,0,50,3,0,0,28.4,120,185.8,0.4,1.8
7.8,1,"1",12.78,8,0,0,1.8,7.6,0,40,3,0,0,15.75,82.75,258.75,1,2.25
10.7,0,"1",12.62,7.6,0,0,2.2,8.2,0,30,6,0,0,24.2,114,263.2,0.4,1.4
13.6,1,"1",8.725,5,0,0,4.5,13.5,0,72,5,0,0,29.25,155.5,285.75,0.25,2.25
17.8,1,"1",9.425,5,0,0,4.25,10,0,62,5,0,1,29.75,181.5,223.75,0.25,2.5
8.1,1,"1",11.925,5.25,0,0,4,9.5,0,27,5,0,0,22.8,106.2,263.2,0.2,1.4
13.2,0,"1",11.275,5,0,0,3,6.25,0,44,7,0,0,26.4,143.2,253.8,0.4,1.2
15.3,1,"1",11.54,6,0,0,2.8,9,0,63,7,0,0,23.2,160.6,227.8,0.4,2
7.3,0,"1",11.88,6.4,0,0,3,10.2,0,29,4,0,0,24.4,126.4,227.8,0.6,2.2
27.3,0,"1",15.9333333333333,7.33333333333333,0,0,10.6666666666667,29.6666666666667,0,77,8,0,1,25.6,152.2,187.2,0,1.4
8.6,0,"1",21.1,8,0,0,11,45.3333333333333,0,6,1,0,0,15.75,99.25,199.75,0.75,1.25
16.3,1,"1",17.95,7,0,0,12.5,63,0,70,8,0,0,25.6,139.6,207.6,0,0.8
10.8,1,"1",17.4,8,0,0,9.66666666666667,46.3333333333333,0,13,5,0,0,22.4,124.2,202.4,0.6,1.4
12.7,0,"1",15.75,7.25,0,0,9.5,46,0,15,5,0,1,22.4,78.2,252.6,0.8,2.6
8,1,"1",6.675,3,0,0,2.5,17.75,0,26,3,0,0,19,67.75,181.25,0.75,2.25
8.1,0,"1",6.7,0.8,0,0.2,11.6,34.6,0,9,1,0,0,21.25,95.25,284.75,0.5,1.75
28.3,0,"1",10,1.8,0,0.2,13,65.4,0.2,36,4,0,0,21.6,98,261.6,0.2,0.8
8.7,1,"1",10.975,3,0,0.5,14.25,53.25,0,12,1,0,0,31.6,170.4,287.6,0.2,1.6
