"fpts","ha","cond","l5g_avg_fpts","l5g_avg_trg","l5g_pct_pyb","l5g_avg_tdr","l5g_avg_ra","l5g_avg_ry","l5g_pct_ryb","l5g_avg_recy","l5g_avg_rec","l5g_pct_recyb","l5g_avg_tdrec","l5g_oppdef_ptsa","l5g_oppdef_rya","l5g_oppdef_pya","l5g_oppdef_fumforc","l5g_oppdef_sacksforc"
16.9,0,"1",15,0.25,0,0.75,19.25,97.5,0.25,0,0,0,0,32.25,106.25,256.25,0.25,2
9.3,0,"1",15.38,0.2,0,0.6,20.6,105.8,0.4,0,0,0,0,17,114.2,287,0.2,1.8
14.3,1,"1",13.56,0,0,0.4,20.8,99.6,0.4,27,3,0,0,16,80.25,204.5,0.5,3
9.6,0,"1",9.76,0.6,0,0.2,17,68.2,0.2,8,1,0,0,28.8,162.6,241.2,0.6,1.8
14.8,1,"-1",8.3,0.8,0,0.2,15.4,60,0,0,0,0,0,31.75,140.25,258.25,0.5,1.25
9.3,0,"-1",9.4,1,0,0.4,15.8,59,0,21,2,0,0,24.2,136.8,209.6,0.6,3.4
15.5,0,"1",8.26,1.4,0,0.2,15.8,52.8,0,12,1,0,0,21.8,117.8,237.8,1,0.8
24.9,0,"1",9.82,1.6,0,0.4,14.8,52,0,17,2,0,0,23.4,113.4,204.2,0.8,3.6
15.2,1,"1",13.075,1.75,0,0.75,17,65,0,36,2,0,0,29,108.5,258.25,0.25,1.25
23,0,"1",15.25,1.75,0,0.75,18.75,78.75,0,5,1,0,0,22.25,103.75,239.5,0.25,1.75
11.3,0,"1",19.65,2,0,1,19.5,96.5,0.25,16,3,0,0,30,135,310.5,1,1.75
14.3,1,"1",11.42,2.4,0,0.2,16,68.6,0.2,0,0,0,0,29.8,116,267.8,1.2,3
8.2,1,"1",11.24,1.8,0,0.4,16.2,66,0.2,19,2,0,0,24.6,92.4,264.8,0.8,1.8
8.4,0,"1",5.16,0.8,0,0,10,38.4,0,0,0,0,0,17.6,128,206,0.6,2.8
8.4,1,"1",6.64,1,0,0.2,11.4,41.2,0,0,0,0,0,22.2,123.4,244.6,0.4,1.2
13,0,"1",6.58,0.6,0,0.2,14.2,49.4,0,0,0,0,0,22.4,149.8,206.8,0.4,2.2
7.6,1,"1",6.2,2,0,0,9,20,0,0,0,0,0,22.75,87,178,0.5,1.25
9.1,1,"1",6.825,3,0,0,4.75,20.5,0,34,5,0,0,29.2,177,206.6,0.6,1.8
45.3,0,"1",21,3,0,0.25,19,96,0.75,9,1,0,0,23,99.6,246,1.4,3.4
13.5,0,"1",25.75,3.25,0,1,19.25,126.25,0.75,12,1,0,0,21.8,71.6,216.6,0.6,2.8
52.5,1,"1",20.4,1.75,0,1,16,117.25,0.5,19,1,0,0,14.25,92.5,233.25,1,2.5
8.9,0,"1",29.575,1.5,0,1.75,20.5,163.25,0.5,14,3,0,0,19,81.75,207.5,0.75,3.25
28.6,1,"1",22.8,2,0,1,20.3333333333333,137,0.33,10,1,0,0,19.6,73.4,268.8,1.8,2.2
22.5,1,"1",12.6,2,0,0.666666666666667,13.3333333333333,54.6666666666667,0.33,17,1,0,0,23,112.8,237.8,1.4,2.2
12.6,1,"1",16.86,3.4,0,0.6,20.8,90.4,0.4,-5,1,0,0,36.75,184.5,249,0.5,1
29,0,"1",15.1,3.4,0,0.4,22,92,0.4,9,1,0,0,19.2,80.2,235.6,0.8,2
22.9,1,"1",17.95,3.75,0,1,21.5,86,0.5,0,0,0,0,23.2,100.4,228.4,0.2,1.8
34.5,1,"1",17.4,2.25,0,0.75,23.25,100.75,0.75,33,3,0,0,19.25,137,164,0,1.25
9.2,0,"1",24.75,2.25,0,1,25.5,140.75,1,-3,1,0,0,13.25,100.5,154.5,0.5,1
14,0,"1",23.9,2.5,0,1,24,134.25,0.75,0,0,0,0,20.5,117.75,193,0.25,2.75
24,1,"1",20.15,2,0,0.75,22.75,124,0.5,-1,2,0,0,21,74.25,246,0.5,2
16,0,"1",20.92,2.2,0,0.8,23.8,125.4,0.6,15,1,0,0,36.2,200,158.2,1.2,1.8
19.5,0,"1",19.54,2.6,0,0.6,23.2,118.6,0.6,0,0,0,0,27.8,106.6,215.8,1,1
10.2,1,"1",16.54,2,0,0.4,22.8,113.2,0.6,16,2,0,0,21.4,122.6,213.8,0,2.2
19.3,1,"1",16.74,2,0,0.4,23.4,111.4,0.6,0,0,0,0,20.8,104.2,233.8,0.4,2
23.6,1,"1",21.34,2,0,1.4,19.6,95,0.2,23,4,0,0,19.4,77.2,238,0.4,2.2
22.9,0,"1",17.7,3,0,0.8,19,87.6,0.2,60,4,0,0,20.4,72.8,194.2,0.6,3
21.1,0,"1",18.16,3,0,0.8,19.6,83,0.2,44,1,0,0,12.5,88,152.5,1,2
29.3,1,"1",22.125,3.5,0,1,19.75,93,0.25,10,2,0,0,25.75,102,286,0.5,2.25
13.8,1,"1",24.225,3.75,0,1,20.75,110.5,0.5,16,4,0,0,29,104.25,264.25,0.5,1.5
17.3,1,"1",21.775,3.5,0,1,21.25,95.25,0.25,18,2,0,0,25.2,157,177.8,1,1.4
12.5,0,"1",20.375,3.5,0,1,23,99.25,0.25,46,6,0,0,21.6,158.4,260,0.2,3.2
28.7,1,"1",18.225,4.75,0,0.75,20,79.75,0.25,40,3,0,0,11.8,74.2,153,0.4,2.4
19.8,0,"1",20.32,4.8,0,1,21.2,83.2,0.2,73,3,0,0,17.2,162.4,209.4,0.8,1
27.7,0,"1",18.42,5,0,0.8,20,63.6,0,43,3,0,0,24.2,147.4,217.4,1.2,2.2
12.5,1,"1",21.2,5.2,0,1.2,20,66,0,1,1,0,0,29.6,121.2,258.6,0.2,2
14.1,1,"1",24.125,5.25,0,0.75,22,120,0.5,-2,1,0,0,21.75,104.75,202.5,0.25,2.25
28.2,0,"1",24.375,4.75,0,1,23.25,116.5,0.5,41,2,0,0,18.4,105.4,224.4,0.2,3
25.2,0,"1",23.275,3.25,0,1,23.25,113,0.5,50,5,0,0,21,92,287,0.75,2
30.4,1,"1",19.825,3,0,0.75,23.75,96,0.25,63,4,0,1,30.25,142.75,234.5,1.25,2.25
11.5,0,"1",21.94,3.2,0,0.8,22,93,0.2,24,4,0,0,16.25,94.25,196.25,0.5,2
9.8,1,"1",21.88,4,0,0.8,21.8,85.6,0.2,16,1,0,0,13.5,126.5,211,0.75,1.75
14,0,"1",21.02,4.6,0,0.6,19.8,85.4,0.2,34,1,0,0,31.5,145.25,253,1,1.75
32.8,1,"1",18.18,4.4,0,0.6,15.4,66.4,0,1,1,0,0,19.4,159.6,216,0.6,2.4
21.9,0,"1",14.8,1.5,0,1,12.5,60.25,0.25,11,1,0,0,26,103.2,238.2,0.8,1.8
10.9,0,"1",20.98,2.2,0,1.2,22,99.6,0.4,0,1,0,0,24.4,135.6,284,0.8,1.8
27.5,1,"1",20.68,1.8,0,1.4,21.2,87.8,0.4,0,1,0,0,16,85.4,280.4,0.4,2.4
32.9,0,"1",20.12,1.6,0,1.2,21,98.8,0.4,76,5,0,1,25,142.6,197,0.4,1.8
11.1,0,"1",26.125,1.75,0,1.5,21.25,104.75,0.5,0,0,0,0,20.5,131.75,261.75,0,2
8.6,1,"1",20.6,2,0,1,17.5,87,0.25,0,0,0,0,25,145.75,179,0.5,2.5
13.2,0,"1",7.3,0.5,0,0.5,8,43,0,14,2,0,0,24.4,98.8,228,0.2,2
19.9,0,"1",15.58,3,0,0.4,19.2,84,0.2,50,7,0,0,29.4,89.8,328.6,1,1.6
26.9,1,"1",15.22,4.4,0,0,19.2,83,0.2,6,2,0,0,16.2,117.6,229,1.2,3.2
21.7,1,"1",18.4,4.6,0,0.2,20.6,101.6,0.4,4,1,0,0,21.25,91.25,282.5,0.5,1.5
37.3,0,"1",20.2,4,0,0.4,18.6,109,0.6,11,3,0,0,19,102.2,235.2,0.2,2.2
31.6,1,"1",23.82,4,0,0.8,17.8,125,0.6,5,3,0,0,18.5,110.25,215.5,0.5,2.25
21.8,0,"1",29.375,3.25,0,1.25,20.5,157.25,1,30,6,0,0,18.8,126.6,206.4,1.4,2
32,0,"1",28.1,4,0,1,19.25,146,1,10,1,0,0,22.5,93.75,265,1,2.5
34,1,"1",30.675,4.25,0,1,20.75,167.75,1,16,2,0,0,19.6,141,184.2,1.4,1.8
30.2,0,"1",29.85,3.75,0,1,24.25,160.75,1,0,0,0,0,18.6,118.8,207,0.4,3.6
10,0,"1",29.5,2.75,0,1,23.5,171,1,4,1,0,0,27.4,108.2,298.6,1.2,3.4
36.1,1,"1",25.6,2.6,0,0.8,23.8,154,0.8,2,1,0,1,18.4,137.6,164.2,0.2,2.6
11.3,1,"1",24.575,3.25,0,1.25,23,105.25,0.25,21,3,0,0,14.5,95.75,209.25,0.75,3
7.6,0,"1",19.125,3.25,0,0.75,21,97.5,0.25,28,2,0,0,34.6,135,272.8,0.6,0.6
17.3,1,"1",17.6,3.75,0,0.75,17.75,79.5,0.25,23,3,0,0,18.25,70.5,220.75,1,4.25
29.7,0,"1",16.3,3,0,0.75,14.75,72.5,0.25,37,3,0,0,26.2,138.2,293.4,0.8,1.8
21.7,1,"1",16.475,3.5,0,0.5,15.25,72.5,0.25,2,2,0,0,35.25,93.5,266,0.25,1.5
23.8,0,"1",16.56,3,0,0.8,18.4,73.6,0.2,2,1,0,0,25,130.6,200.6,0.2,2.8
26.1,1,"1",19.8,2.4,0,1,22.2,97.2,0.4,0,2,0,0,25.75,196,155.75,0,2.5
14,0,"1",19.225,2.25,0,0.75,22.75,100.25,0.5,12,3,0,0,27.8,127.4,242,1,2.2
15.9,0,"1",16.925,2.5,0,0.75,20.25,91.25,0.25,6,2,0,0,25,125.75,236.5,0.75,2.75
25.3,1,"1",14,3,0,0.25,20.25,85.5,0.25,18,2,0,0,14.5,80.5,250.75,1.75,3.25
32.6,0,"1",15.475,2,0,0.25,23.5,96.5,0.5,13,2,0,0,25.75,100.5,318.75,0.25,1.75
13.1,1,"1",18.9,2.2,0,0.4,24,117.8,0.6,16,2,0,0,26,98.75,341.75,0.25,0.75
35.7,0,"1",20.18,2.4,0,0.6,21.4,114.8,0.6,29,2,0,0,17.75,101.25,184.75,0.25,1.25
14.6,0,"1",22.62,3,0,1,21,109.8,0.6,17,1,0,0,19.75,87.25,238.25,0.5,2
21.9,1,"1",15.22,2.2,0,0.8,18.2,70.6,0.2,15,1,0,0,26.25,124.25,304.75,0.75,1.75
13.8,0,"1",16.98,2.2,0,0.8,20,82.4,0.4,1,1,0,0,21,123.4,201,0.4,2.2
8.9,1,"1",5.3,2.6,0,0,4,16.8,0,28,5,0,0,14.75,63.5,266.75,1.25,3
8.4,0,"1",6.52,4,0,0,3,11.4,0,33,3,0,0,16.5,105.5,209.5,0.5,3.5
11.2,1,"1",6.96,3.8,0,0,3.4,13.8,0,41,6,0,0,33.25,123.5,285.75,1.25,3
8.6,0,"1",8.375,5.5,0,0,2.5,12.25,0,5,1,0,0,16.75,80.25,218,1.25,2.5
19.6,1,"-1",8.3,4,0,0.25,3.25,12.25,0,41,5,0,0,24.4,111.6,267.6,0.8,2.2
21.9,1,"1",11.1,4.5,0,0.5,6.5,18.25,0,82,7,0,0,23,88,213.5,0.75,2.5
15.7,0,"1",12.1,4.2,0,0.4,12.6,32.8,0,51,8,0,0,18,71.2,271.2,0.8,2.4
21.8,1,"-1",14.24,5.2,0,0.4,14,36.8,0,16,1,0,0,20.2,126.8,219.2,0.4,2
14.36,1,"1",16.88,5.4,0,0.4,19,55,0.2,9,1,0,0,21.8,109.4,239.4,0.6,2.4
11.2,0,"1",7.775,2,0,0.25,10.25,27.5,0,6,1,0,0,10.25,119.75,176.75,1.75,2.5
11.7,0,"1",5.3,1.4,0,0.2,5.6,19.8,0,26,2,0,0,29,137,211.75,0.5,1.25
10.3,1,"1",6.14,1.6,0,0.2,7.4,25.4,0,18,3,0,0,31.25,103.5,262.75,0.5,2
12.8,0,"1",7.82,2.2,0,0.2,9,32.6,0,31,4,0,0,23.2,136.2,199,0.4,1.2
8.6,0,"1",10.25,4,0,0,14.5,47.5,0,38,2,0,0,17.75,77,207.75,0.5,4
12.9,0,"1",9.7,3.33333333333333,0,0,14,41,0,4,3,0,0,33,76.5,247.75,0,0.25
8.8,0,"1",7.12,3.4,0,0,10.4,33.6,0,41,2,0,0,28.4,101,205.2,0.8,1.2
15.6,0,"1",6.2,1.33333333333333,0,0.666666666666667,3,5.66666666666667,0,15,2,0,1,20.4,100.4,228.8,0,1
11.4,0,"1",8.65,0.5,0,0.5,1.5,49.5,0,6,1,0,0,23.75,113.5,180.25,0.25,3.5
16.9,1,"1",11.34,1.6,0,0.4,2.2,24.2,0,64,4,0,1,26.2,118,246.4,0.8,2.2
7.2,1,"1",5.1,2.5,0,0,2.5,11,0,27,3,0,0,28,79,268.8,0,3
7.1,0,"1",11.96,2,0,0.8,14.4,46,0,0,0,0,0,29.25,140.75,199,0.75,2.25
8.7,0,"1",12.72,1.8,0,0.8,16.4,53.6,0,11,2,0,0,20.8,102.4,213,0.8,2.4
19.5,0,"1",14.06,2.2,0,0.8,16.8,60.8,0,28,3,0,0,23.75,105.25,252.25,0.75,2.75
25,1,"1",11.92,2.2,0,0.4,17,65.4,0.2,0,0,0,0,27.25,129.5,177.25,0.25,2.25
33.3,1,"1",12.88,1.2,0,0.4,18.2,76,0.2,42,3,0,1,23,111,248.4,1.2,1.4
16.1,0,"1",18.12,2.2,0,0.6,18.8,84,0.4,43,3,0,0,7,95,127,1.25,3.25
19.6,1,"1",19.6,2.6,0,0.8,18.8,78.4,0.4,0,0,0,0,18,129.8,223.2,1,2.4
9,0,"1",19.62,2.2,0,1.2,18.4,70.2,0.2,-5,1,0,0,27.4,133.4,159.6,0.8,2.2
24.6,1,"1",16.42,2.4,0,0.8,18.4,69.2,0.2,0,0,0,0,17.6,119.6,160,0.8,1.2
13.1,0,"1",17.325,1.75,0,1,19.75,88.75,0.25,0,0,0,0,30,153,236,0.5,2
10.9,1,"1",8.78,1.6,0,0.2,14.6,62,0,14,2,0,0,27,122.2,221.8,1.2,2.6
13.8,1,"1",10.475,2.5,0,0.25,13.5,64.75,0,10,1,0,0,24.8,85.6,195.4,1,2
40.2,0,"1",9.625,3.25,0,0.25,12.75,56.25,0,31,5,0,2,25.4,112.8,218.4,0.4,1.4
10.5,0,"1",16.925,4,0,0.5,16,64.5,0.25,24,4,0,0,25.25,145.25,227.75,0.75,2
9.4,0,"1",18.85,4.25,0,0.5,16.25,71.25,0.25,15,3,0,0,21.6,139.2,212.4,0.4,2.4
11.6,1,"1",18.475,4,0,0.5,16.75,64.75,0.25,38,2,0,0,22.6,101.6,278,0.2,1.8
15.9,0,"1",17.1,3.6,0,0.4,17,63.4,0.2,9,1,0,0,24.4,114.2,267.6,1.4,3
15.7,1,"1",17.52,3.2,0,0.4,19.4,67.8,0.2,9,2,0,0,26.75,179,163.75,0.5,1.25
9.2,0,"1",12.62,2.4,0,0.4,17,59.2,0,41,2,0,0,18.4,77,228.8,0.4,2.2
10.8,1,"1",12.36,2,0,0.4,16.2,57.2,0,22,4,0,0,17.2,102,214.6,0.2,2.4
13.6,1,"1",12.64,2.4,0,0.4,16,56.6,0,11,1,0,0,17.4,103.8,167.8,0.8,3.6
10.1,0,"1",9.46666666666667,2,0,0.333333333333333,11,48.3333333333333,0,26,2,0,0,21.6,118.2,158.8,0.4,2.4
12.3,1,"1",5.5,1,0,0,10,32,0,2,1,0,0,12.8,104.2,106.2,0.8,2.4
11.8,1,"-1",6.43333333333333,0.333333333333333,0,0.333333333333333,17,40.3333333333333,0,9,2,0,0,11.2,70.6,183.2,0.8,1.8
17.3,0,"1",7.775,0.75,0,0.5,17,40,0,2,2,0,0,16.4,138.4,203.6,0.4,1.2
7.4,1,"1",9.025,1,0,0.25,17.5,57.5,0.25,0,0,0,0,15.6,87.4,169.6,0.8,3.6
12.1,0,"1",11.25,2,0,0.5,13,49.5,0,11,2,0,0,25.5,89,292,0,0.75
8.3,0,"1",11.5333333333333,2.33333333333333,0,0.333333333333333,15.6666666666667,63,0,31,4,0,0,21.2,145.2,214.8,2.2,3
8.9,1,"1",10.725,2.75,0,0.25,13,50.25,0,38,2,0,0,29.8,108.8,308.2,0.2,2
12.3,0,"1",10.36,2.6,0,0.2,12.4,46.4,0,38,4,0,0,29,171.75,236.5,0.75,0.25
13.2,1,"1",12.3,3.4,0,0.2,15.2,54.6,0,3,1,0,0,24,93.2,234.8,0.6,2.4
19.5,1,"1",10.96,3,0,0.2,13.2,47.4,0,16,3,0,0,22,108,212.6,0.2,1.8
9,0,"1",5.92,0.4,0,0.4,7,31.8,0,14,2,0,0,33,131.8,264.6,0.6,2.8
15.7,1,"1",7.64,1.2,0,0.4,9.6,42.2,0,7,2,0,0,10.5,80.25,180.75,0,3.25
16.2,0,"1",7.35,0.75,0,0,14.5,59,0.25,12,3,0,0,20.8,116.2,171.6,0.4,1.2
15.7,0,"1",8.15,4.25,0,0,11.25,42.75,0,72,6,0,0,25,135,295.5,0.5,0.75
10,1,"1",8.8,4.25,0,0,8.75,32.75,0,55,4,0,0,24.8,138.2,175.6,0.6,1.6
16.1,1,"1",9.85,4,0,0,7.5,29.75,0,42,6,0,0,10.2,109,131,0.4,2.6
9.1,1,"1",6.34,2.2,0,0.2,6.8,25.4,0,35,4,0,0,13.5,82.25,194,1.5,2
16.7,0,"1",6.98,2.8,0,0.2,5.8,21.6,0,7,3,0,0,23.8,117.6,197.4,0.8,2
31.1,1,"1",9.22,2.8,0,0.2,8.6,36.8,0,46,6,0,0,29.6,72.2,277.6,1.2,2
23.4,1,"1",13.36,3.8,0,0.4,12.4,50.6,0,31,3,0,0,17.6,86.4,208.2,0.6,2.2
27.8,0,"1",5.05,0.5,0,0.25,6.25,31,0,0,0,0,0,17,116.4,192.6,1.2,2.6
26.6,1,"1",11.775,0.5,0,0.5,11,75.75,0.25,9,2,0,0,23,86.5,256.25,0.5,1.5
28.7,1,"1",17.975,1,0,0.75,17.75,107.5,0.5,71,6,0,0,17,134.5,178.25,0.25,2.5
14,1,"1",20.12,2.8,0,0.8,20.4,105.2,0.4,45,5,0,0,23,129.5,165.75,1.25,3.75
7.8,0,"1",20.58,3.6,0,0.6,22.6,102.8,0.4,10,1,0,0,20,133.4,172.6,0.6,2.8
17.4,0,"1",16.8333333333333,5.66666666666667,0,0.333333333333333,25.3333333333333,66.3333333333333,0,20,4,0,0,20.6,83.8,232.4,0.8,3.8
27.8,1,"1",13.0666666666667,4,0,0.333333333333333,20,52.3333333333333,0,5,1,0,0,17.2,78,191.8,1.4,3.4
9.1,0,"1",17.6666666666667,2.66666666666667,0,0.666666666666667,23,95,0.33,-1,1,0,0,12.6,108,156.4,0.6,1.6
7.6,0,"1",18.1,2.33333333333333,0,0.666666666666667,23.3333333333333,103,0.33,0,0,0,0,25.6,118.4,216.4,0.4,1.8
27.1,1,"1",15.475,1.75,0,0.5,23.75,96.25,0.25,11,1,0,0,16.2,53.2,224.8,1,2.2
16.7,0,"1",13.1,4.75,0,0.25,22.75,72,0.25,5,3,0,0,30,98.25,298.75,0.75,1.25
20.4,1,"1",8.35,4.5,0,0.25,18.25,50.75,0,52,4,0,0,14.5,86.75,179.75,0.75,3.75
17.3,1,"1",11.475,5,0,0.5,16.5,51.75,0,4,1,0,0,21.25,125.5,201.5,0.5,2
12.1,0,"1",14.375,3.5,0,0.75,18,65.25,0,0,0,0,0,17.75,76.25,210.75,1,2.75
9.6,0,"1",11.475,0.75,0,0.25,12.75,75.25,0.5,0,0,0,0,27.6,125.6,204.8,0.4,2.2
26.1,1,"-1",15.7666666666667,0.666666666666667,0,0.333333333333333,18.6666666666667,109.666666666667,0.67,0,0,0,0,26.75,107.25,250,0.75,2.5
15.2,1,"1",13.9333333333333,0,0,0.666666666666667,24.3333333333333,89.3333333333333,0.33,0,0,0,0,19.4,119.4,177.8,2.2,2.8
16.9,1,"1",7.375,0,0,0.25,18.5,58.75,0,10,2,0,0,27.8,135.8,211,0.6,1.8
26.2,1,"1",10.075,1,0,0.5,18,63.25,0,11,2,0,0,20.4,161,163,1.2,2.2
8.8,0,"1",12.825,1.75,0,0.5,20.25,75.5,0.25,7,2,0,0,31,192.2,221,0.4,1.2
27.5,0,"1",7.2,2,0,0,10.3333333333333,38.6666666666667,0,5,1,0,0,14.5,114.75,193.25,0.75,1.25
11.2,0,"1",12.275,2,0,0.5,14.75,56.5,0.25,10,3,0,0,21.75,87.5,256.75,1.25,2.25
7.5,1,"1",15.025,3.5,0,0.5,21.25,70,0.25,10,1,0,0,26.8,164.8,181.4,0.6,2.2
13.9,0,"1",5.86666666666667,0.333333333333333,0,0.333333333333333,7.33333333333333,33.3333333333333,0,0,0,0,0,21.5,175.75,161,0.5,0.75
15.9,0,"1",7.875,0.25,0,0.25,12.5,52.25,0.25,33,7,0,0,18.6,125.8,151,0.4,1.6
8.4,1,"1",12.8,2.75,0,0.25,17.75,65,0.25,33,4,0,0,26.2,111,253.2,0.6,3.6
8.5,0,"1",11.92,3,0,0.2,14.6,54.2,0.2,23,3,0,0,11.25,123.5,213.5,0.5,2.75
11.6,1,"1",9.975,1.5,0,0.5,17.5,60.25,0,24,1,0,0,21.8,92,238.8,1.4,3.2
11.8,0,"1",9.725,1.5,0,0.5,16.75,49.25,0,5,2,0,0,21.6,91,205,0.8,1.2
11.7,1,"1",7.525,2.75,0,0.5,11.25,27,0,12,1,0,0,21.5,101.5,258.25,1,2.25
26.7,0,"1",8.48,2.6,0,0.6,9,22.6,0,16,3,0,0,34,159.5,249.25,0.25,2
14,0,"1",10.4,3.2,0,0.4,12.4,46.6,0.2,0,0,0,0,9.2,79.4,228.8,0.8,3.8
15.2,1,"1",12.88,3,0,0.4,17.2,68.2,0.4,19,3,0,0,24.6,113.2,235.8,1.4,3.2
9.7,0,"1",5.375,1.25,0,0,6.25,22,0,25,1,0,1,21,72.2,243.6,0.6,3.2
8.8,1,"1",7.4,1.25,0,0,4.5,19.5,0,3,1,0,0,29.5,164.5,218.5,0.75,1.75
8.9,0,"1",7.94,1.4,0,0.2,4.6,21.2,0,6,1,0,0,21.25,78.75,214.5,1,3.5
8.5,0,"1",7.15,3.5,0,0,4.75,17.75,0,14,2,0,0,29.4,131.8,199.8,0.2,1
8.7,1,"1",7.8,3.25,0,0,5.5,27,0,0,0,0,0,16.25,142.75,158.25,1,2.25
17.3,0,"1",8.6,2.25,0,0,8.5,45.75,0,0,0,0,0,19,98,289.5,0.25,3
25.3,0,"1",10.34,1.8,0,0.4,9.4,47.2,0,62,5,0,0,19.4,127.8,221.4,1,1.8
17,1,"1",14.94,2.6,0,0.4,14.4,67.4,0.2,-3,2,0,0,16.4,120,185.2,0.8,3
9.3,0,"1",15.36,2.2,0,0.4,20.8,85,0.4,37,4,0,0,15.75,117.75,181,1,2.5
11.6,1,"1",11.94,4,0,0,16,52.8,0.4,27,2,0,0,22.4,131.4,192.4,0.4,1.4
13.1,1,"1",9.2,3.4,0,0,12.4,44.4,0.2,31,6,0,0,27,109.2,229.4,1.2,2.2
31.7,1,"1",7.78,4,0,0,7,29.2,0,13,3,0,0,21,101.8,233.6,0.8,1.6
8,0,"1",11.7,5,0,0.25,10.75,27.5,0,18,3,0,0,24.5,138.25,167.25,0.25,2.5
9.1,1,"1",15.175,3.5,0,0.5,9.75,55.75,0.25,17,4,0,0,14.8,99,142.2,0.4,1.8
8.9,1,"1",13.96,4,0,0.4,10.8,51.4,0.2,9,1,0,0,28.8,150,266.4,1.2,3
8.1,0,"1",14.16,3.8,0,0.4,13.2,60.6,0.2,42,5,0,0,17.6,80.8,250.2,0.6,2.2
8.1,0,"1",14.58,4.8,0,0.4,13.2,52.2,0.2,4,1,0,0,23.4,166.6,191.6,0.4,0.8
14.3,1,"1",5.22,1.8,0,0.2,7.6,24.2,0,8,2,0,0,15,132,157.8,0.8,2.2
14,1,"1",6.5,2.4,0,0.2,7.2,31.4,0,8,1,0,0,26.4,140.6,231.2,0.8,1.6
7.9,1,"1",5.82,3.2,0,0,2.4,20.2,0,29,5,0,0,26.2,165.8,182,0,2.8
11.3,0,"1",8.6,4.5,0,0,4.75,27.75,0,7,1,0,0,23.6,79,236.8,0.2,3.4
10.9,1,"1",9.14,4.2,0,0.2,5.4,29.4,0,7,2,0,0,27.5,111.75,264.25,0.75,2
13.9,1,"1",8.6,1.66666666666667,0,0.666666666666667,6.33333333333333,31.3333333333333,0,11,1,0,0,24.25,128,191.25,0.75,3
7.4,1,"1",5.84,2.2,0,0,5.6,19.2,0,18,2,0,0,27.8,112.2,256.6,0.8,2.6
11,0,"1",7.38,2.6,0,0,7.4,27,0,30,5,0,0,17.6,73.8,257.4,0.4,2.8
36.3,0,"1",8.98,1,0,0.4,6.4,53.6,0.2,14,4,0,0,25.8,116,257,0.6,2.4
7.1,0,"1",8.26666666666667,0,0,0.333333333333333,6.66666666666667,46,0.33,0,0,0,0,30,132.2,246,0.4,1
14.1,0,"1",8.25,5,0,0,7,25,0,57,7,0,0,14.8,93.2,207.4,0.8,3.4
9.2,1,"1",5.2,4.6,0,0,1.2,3.2,0,42,5,0,0,17,81.8,247,0.6,2.2
23.2,0,"1",7.15,2.5,0,0,2.5,18,0,44,5,0,0,25.2,161,249.4,0.8,1.4
14,1,"1",10.88,4.2,0,0.2,2.4,25.4,0,50,5,0,0,24.2,125.4,197,0.2,3
18.3,0,"1",12.98,5,0,0.2,3.6,33.4,0,66,4,0,0,36.2,155.4,216.4,0.8,1.8
7.5,1,"1",16.56,6.4,0,0.4,4.4,36,0,22,5,0,0,25.6,131.2,186.6,0.6,1.8
10.6,0,"1",13.82,6.2,0,0.4,3.8,28.6,0,33,4,0,0,16.8,142.8,168.2,0.8,1.8
19.9,1,"1",5.05,0.5,0,0,5,41.5,0,0,0,0,0,26.5,182.25,191.25,0,2.25
11.3,1,"1",8.125,3,0,0.25,6.75,28,0,12,2,0,0,21.2,75.8,209,0.8,1
15.9,1,"1",8.675,2.5,0,0.5,7.25,28,0,46,5,0,1,24.25,84.75,271.5,0.75,1
7.8,0,"1",11.95,3,0,0.5,5,24.5,0,38,3,0,0,24.25,82,221.5,0.5,2
10.8,0,"1",11.12,3,0,0.4,4.8,21.6,0,16,2,0,0,22.2,85.6,312,0.4,1
7.8,1,"1",10.06,3,0,0.4,4.2,14.6,0,31,4,0,0,23,50,238,0.4,2.6
9.8,0,"1",6.32,3,0,0.2,3.2,10,0,28,5,0,0,30.5,87,285,1.25,1.75
7.7,0,"1",5.13333333333333,3,0,0,2.66666666666667,7.66666666666667,0,7,3,0,0,26,89.6,262.4,0.4,0.8
27.1,1,"1",13.6,2,0,1,19,56,0,27,2,0,0,25.8,90.6,242.6,0.6,1.8
7.6,1,"1",7.2,1,0,0.5,6.5,32.5,0,0,0,0,0,24.75,166.75,183,1.25,3
13.5,0,"1",7.33333333333333,0.666666666666667,0,0.666666666666667,7.33333333333333,27,0,8,1,0,0,23.75,104.75,205.75,1,1.5
19.5,1,"1",8.875,1,0,0.75,9.25,34.5,0,0,0,0,0,26.5,89.75,237,0.75,0.75
8,0,"1",10.8,0.8,0,0.8,13,50.4,0.2,0,0,0,0,18.8,93.8,206,0.8,3
8,1,"1",8.775,0.25,0,0.5,11.75,53.75,0,0,0,0,0,14.4,102.4,156.6,0.4,1.6
8.4,0,"1",10.225,0.25,0,0.75,13,53.25,0,0,0,0,0,21,85.6,182,0.8,4
28.3,1,"1",11.85,0.25,0,1,13.25,54.5,0,11,1,0,0,22,99.5,230,0.25,0.75
16.3,0,"1",11.525,0.5,0,1,11.75,42.5,0.25,36,4,0,0,18.25,56,253.25,1,3
17,1,"1",12.48,1.4,0,0.8,13,51.4,0.2,4,1,0,0,21,123,220.25,0.75,3
