"fpts","ha","cond","l5g_avg_fpts","l5g_avg_trg","l5g_avg_recy","l5g_avg_rec","l5g_pct_recyb","l5g_oppdef_ptsa","l5g_oppdef_rya","l5g_oppdef_pya","l5g_oppdef_fumforc","l5g_oppdef_sacksforc"
11.6,1,"1",15.42,7.8,36,2,0.2,16.2,77.2,254.8,0.8,2.8
7.3,1,"1",10.7,6.4,43,3,0.2,23.6,182.8,186.4,1,2.4
10.7,0,"1",5.56666666666667,6.33333333333333,67,4,0,28.75,141.75,256.5,1,1.75
15.4,1,"1",8.33333333333333,6.66666666666667,84,7,0,23.6,150.8,168,0.8,1.4
12.6,0,"1",8.325,4.75,26,4,0,23.2,119.6,236.4,0.6,2
7.6,1,"1",8.54,5.2,6,1,0,23.2,127.2,196,0.4,2.2
12.2,0,"1",6.98,4.2,82,4,0,25.4,122.6,234.8,0.6,0.8
34.4,0,"-1",8.33333333333333,4,134,6,0.33,30.2,92,241,0.2,2.2
21.6,0,"1",19.0333333333333,6.33333333333333,86,7,0.67,24.2,147.8,213.4,1.2,2
7.3,1,"1",10.625,6.5,33,4,0.25,14,65.75,127.75,0.25,2.5
12.2,0,"1",10,5.5,72,5,0.25,25.2,149,181,0.2,2.2
21.5,1,"1",6.875,4.5,55,4,0,18.5,93.25,216.25,1,2
21.5,0,"1",10.5,5.2,95,6,0,22.5,96.25,287.25,0,1.25
11.7,1,"1",11.68,5,27,3,0,23.25,102.5,271,0.5,1.75
7.8,0,"1",8.72,3.8,38,4,0,24.6,109.6,199.6,0,1.6
16.1,1,"1",17.76,8.2,51,5,0.4,27.2,148.4,254.2,0.8,1.8
16.3,0,"1",15.6,7.5,63,4,0.25,17.75,106.75,269.25,0.5,2.75
15.3,0,"1",17.95,8.75,83,7,0.25,25.5,159.5,281.5,0.25,1.75
11.3,1,"1",16.925,8,36,1,0,18,76.4,206.4,0.2,3.2
17,1,"-1",14.3,6.33333333333333,110,3,0,15.2,150.2,141.6,0.4,1.2
22.2,0,"1",14.975,5.75,87,6,0.25,16.5,77.25,197.75,0.5,1.75
10.9,1,"1",16.45,6,59,5,0.25,11,77.25,171.5,0.5,3.75
20.5,0,"1",15.35,6,115,6,0.25,23,162.6,187.4,0.6,3
35.5,0,"1",23.28,11.2,135,7,0.4,27.8,146.4,280.6,0.6,2.6
7.8,1,"1",27.98,11.2,8,1,0.6,21,95.25,191,0.75,2.25
23.5,1,"1",22.875,9.75,99,7,0.5,18.75,114,198.25,0.75,3
21.5,1,"1",22.075,9.75,85,7,0.25,20.2,119.4,272.6,1.4,3.4
21.1,0,"1",22.075,9,91,6,0.25,27.75,126.5,224.25,0.75,0.75
19.2,1,"1",18.475,9.25,111,3,0,34.8,135,231.8,0.8,1.4
17.5,0,"1",21.325,10,85,9,0.25,20,118.4,213.4,0.8,2.4
7.4,1,"1",20.56,10.6,44,3,0.2,26.6,132,267,0.6,2.4
17.7,0,"1",17.34,10.4,57,6,0.2,31.6,129.6,229.2,0,2.2
23.6,0,"1",16.58,10.4,116,10,0.2,22.8,91.8,197.6,0.4,2.2
25.3,0,"1",17.62,11.6,103,6,0.2,26,117.6,261.4,0.4,3.4
30.5,0,"1",14.64,11.2,155,6,0.2,23.2,130,277,0.4,1.8
17.5,1,"1",18.72,10,115,3,0.4,26.4,85.8,242.2,0.2,4
26.8,0,"1",19.3,9.8,128,11,0.6,28.5,114.75,231.5,0.5,2.75
32.1,0,"1",22.24,10.6,151,8,0.8,21.25,95.5,239.25,0.75,3.75
19.3,0,"1",19.775,11.5,83,5,0.75,29,129.75,281,0.5,2.25
19.2,1,"-1",20.225,11.5,72,6,0.5,28.6,137.8,253,0.6,1.8
18.3,0,"1",18.325,8.75,93,9,0.25,20.8,104,240.8,1,3
28.7,1,"1",14.875,9.5,97,7,0,29.2,120.8,299.4,0.2,2.6
16.1,1,"1",21.375,11.25,61,4,0,21.2,109.8,205.6,0.4,1.2
13.1,1,"1",18.1,7,44,3,0,19.8,90.4,244.2,0.6,3
27.7,0,"1",9.2,8,127,6,0,21,101.25,248.75,0.75,3.75
27.1,0,"1",15.3666666666667,8,121,12,0.33,21,93.5,288,1,2.75
15.7,0,"1",18.3,10,57,4,0.5,19.2,101.2,201.2,0.4,2.8
42.4,1,"1",17.78,9.6,224,11,0.4,25.5,102.75,226.75,0.25,2.25
9.9,0,"1",23.64,11.4,49,5,0.6,20.2,113.4,198.4,0.6,2
15.2,0,"1",19.02,10.8,82,8,0.4,22,91.75,292.5,0.75,2.5
7.6,0,"1",20.3,8.6,36,4,0.2,21,83.6,274,0.6,1.8
31.8,0,"1",21.075,9.5,118,11,0.25,17,102,271.8,0.6,2.4
9.3,1,"1",17.1,10.5,53,4,0.25,28.8,141.2,271,0.8,1.2
10.7,1,"1",15.625,9.5,67,5,0.25,24.25,133.25,226,0.75,3.5
11.9,0,"1",14.85,9.25,79,4,0.25,23.75,87.75,208.25,0.5,1.75
24.1,1,"1",15.925,10.5,61,6,0.25,17.2,103.6,223.4,1.2,2.2
26.8,0,"1",17.56,10,128,5,0.2,32,110.5,305.5,1,1
28.2,1,"1",16.56,7.8,132,6,0.2,23.25,77.75,287.5,1.5,3.25
16.7,0,"1",19.14,7.6,57,5,0.4,18.2,55,231,0.8,3
13.4,1,"1",20.1,7,34,4,0.4,25.6,110.2,203,0.4,1.8
14.8,0,"1",21.16,10.4,88,6,0.4,14.8,86.6,259,0.8,1.8
33.9,1,"1",16.32,9.8,169,8,0.2,29.4,115.6,288.4,0.2,1.4
24.1,1,"1",21.94,9.8,121,9,0.4,19.4,118,227.4,0.8,2.8
19.8,0,"1",20.45,11,68,7,0.5,19.75,104.5,292.5,0,1.75
20.3,1,"1",8.925,5.25,73,7,0.25,28.8,116,252.6,0.8,1.8
9.4,0,"1",11.475,5.25,54,4,0.25,17.25,136,166.25,1.25,3.75
31.1,1,"1",12.975,5.75,144,8,0.25,14.4,135.8,182.6,1,2
14.4,1,"1",10.76,5.6,54,4,0.2,17,99.2,225.2,1.2,4.4
22.9,0,"1",9.18,4.6,40,6,0,24,154.2,218.6,1.8,1.6
8.04,1,"1",13.36,5,0,0,0,20.25,86.75,190.75,1.5,3.5
19,0,"1",10.65,9.75,70,5,0,35.25,109,288.25,0.5,1.75
12.3,0,"1",10.675,7.5,33,3,0,27.6,130,214.4,0.4,2.2
30.3,0,"1",9.275,7,143,7,0,12.5,114.25,189,2,4
19.1,0,"1",7.42,8.4,61,7,0,29.8,178,234.2,0.4,2.4
12.5,1,"1",10.8,8.8,65,6,0,16.75,111,159.5,0.25,2.5
19.2,0,"1",10.84,8.2,72,6,0,27.4,176.6,200.6,0.4,1.8
20.1,1,"1",10.74,7.2,58,5,0,19.2,150.2,206.6,0.8,3.6
14.9,1,"1",8.55,4.25,49,4,0,28.4,152.2,234,0.4,1.4
13,0,"1",10.8666666666667,4.66666666666667,90,4,0,27.25,143,233.25,0.25,3
22,1,"1",14.4333333333333,5.66666666666667,120,7,0,18,120.5,141.75,0.5,2.5
14.5,1,"1",6.26666666666667,4.33333333333333,85,6,0.33,17.6,118.8,218.2,1,3.6
25,0,"1",11.1,7.33333333333333,100,6,0.33,33,131.8,264.6,0.6,2.8
13.1,0,"1",5.1,2.75,71,6,0,15.6,101.6,181.8,0.2,2.2
8.7,0,"1",12.7,6.4,35,5,0,27.8,146.4,280.6,0.6,2.6
10.6,1,"1",7.4,7.25,16,3,0,20.2,119.4,272.6,1.4,3.4
9.7,0,"1",8.8,6,47,5,0,20,118.4,213.4,0.8,2.4
16.4,1,"1",9.1,6.66666666666667,44,6,0,26.6,132,267,0.6,2.4
20,0,"1",8.575,8.25,112,5,0,30.2,114,297.8,0.2,2.8
21.8,1,"1",10.325,7.5,88,7,0.25,27.25,122.5,262,0.5,1
21.7,1,"1",12.05,7,97,6,0.25,27.5,103.25,299.5,1,3
14.3,0,"1",17.475,9.75,93,5,0.25,21.25,95.25,284.75,0.5,1.75
7.8,1,"1",11.7,7.25,38,4,0,24,126.75,265.25,0.75,3.25
7.3,0,"1",6.74,4.6,33,4,0,22.2,92,263.4,0.2,4
12.9,0,"1",7.16666666666667,5.33333333333333,69,7,0,21.4,93.6,305.2,1,1.6
7.8,0,"1",6.12,4,48,3,0,20.2,98.6,222.4,0,2.4
20.1,1,"-1",7.32,4.4,31,5,0,25.2,77.2,269,0.6,1.2
9.3,0,"1",8.275,5,63,3,0.25,24.75,77.75,296,0,2
15.8,1,"1",8.48,5.4,58,4,0.2,28.25,102.75,326.25,0.5,1.75
12.1,0,"1",11.64,6.6,71,5,0.2,21.8,99.6,245.6,0.6,2
31.1,1,"1",10.6,7,121,4,0,12.6,96.4,194.6,1,2.4
17.9,0,"1",14.95,6.75,69,5,0.25,21.25,159.5,212.5,0,1.75
10.5,1,"1",6.6,4.8,55,5,0,14,121.4,188.8,0.6,3
12,0,"1",5.2,5.6,70,5,0,20.6,171,198.4,1,1.4
10.3,1,"1",7.6,7.8,73,3,0,14.4,117.6,184,0.8,3
9,0,"1",6.46666666666667,4.66666666666667,50,4,0,20.25,130.25,205.75,0.25,3
7.6,1,"1",6.32,3.4,6,1,0,36.5,168,297.25,0.75,1.25
12,0,"1",5.74,3,60,6,0,25,136.4,268.2,0.4,1.8
8.8,1,"1",7.95,5.25,58,3,0,22,134.8,261.4,1,1.4
9.8,1,"1",8.2,4,46,5,0,20.5,79,266.25,0.5,3.5
8.7,0,"1",9.625,5.5,47,4,0,15.2,116,247.6,1.4,2.6
12.9,0,"1",6.375,4.5,49,2,0,19.6,77.4,302.8,0.6,1.6
19.4,1,"1",5.525,2.5,94,10,0,27.8,107.4,277.2,1,3
7.9,1,"1",7.44,5.2,49,3,0,22.25,100.5,213,1.25,3.25
33.2,0,"1",6.36,5.4,112,7,0,32.75,163.25,272.75,0.5,1
8.2,1,"1",11.325,4.75,42,4,0.25,31.25,181.25,239,1,1.5
14.6,1,"1",11.4,5.75,36,5,0.25,20.25,119.5,270,0.75,2.25
13,0,"1",6.75,6,70,6,0,20.25,80.5,276,0.5,4.25
11,1,"1",18.6,7.2,30,2,0.4,27,115.8,225.6,0,1.2
13.3,1,"1",18.8,7.2,53,2,0.4,25,93.4,274.6,0.4,1.4
26.2,0,"1",20.375,9,122,5,0.5,24.5,57.25,257,0,1.75
19.2,0,"1",19.025,7.25,62,5,0.5,27.5,95,325.5,0,2.5
8.2,1,"1",15.9,7.25,42,4,0.25,30.25,117.25,286,0.25,2
22.5,1,"1",14.625,7.5,105,3,0.25,25.5,106.5,281.25,0.75,1.75
33.6,0,"1",10.5,5.5,106,8,0.25,29.25,153.5,234.75,0.75,1.5
12.4,0,"1",10.9,6.75,74,5,0,25.2,119.8,227.6,0.2,2.2
8.5,1,"1",11.125,8.25,45,4,0,25.8,141.4,291.4,0.8,1.4
22.8,0,"1",10.4,7.5,98,7,0,24.2,82.6,256,0,3.2
8.2,0,"1",7.3,6.2,12,1,0,28,114.25,233.75,0,2.75
11.6,0,"1",6.4,4.66666666666667,76,4,0,33,121.6,236.8,0.2,1.8
19.1,0,"1",18.52,8.4,105,4,0.4,27.5,90,294.5,0.5,3.25
17.1,0,"1",23.625,9,60,5,0.75,17.5,76.75,200,0.25,4
23.9,1,"1",20.55,8.5,114,9,0.5,24,107.25,277,0,1
17,1,"-1",16.325,9.75,83,7,0.5,19.75,120.5,232.25,0.75,3.5
8.6,0,"1",19.275,11.25,42,4,0.5,20,93.5,206,0.25,4
51.9,0,"1",16.65,11.5,249,12,0.25,33,141.2,273.2,0,2.4
18.7,1,"1",23.7,12.2,84,5,0.4,29.25,167.25,254,1,1.25
17.9,0,"-1",24.02,12.2,72,5,0.4,31.75,100.5,233.5,0.25,1.5
13.6,0,"1",22.82,9.8,76,6,0.2,26.25,113,253.5,1.25,3
10,1,"-1",22.14,9.4,80,3,0.2,32.2,169,252.2,1,2.4
21.6,0,"1",15.88,7.8,136,5,0.2,28.6,148.8,259.6,1.4,0.8
16.9,0,"1",16.82,8.2,59,5,0.4,22.8,128.6,224.8,1,2.2
13.1,0,"1",15.775,7.25,63,6,0.25,23.75,131,234.25,0.75,3
33.5,1,"-1",13.625,8.5,135,11,0.25,18.25,102.5,198.5,1,5
11.2,1,"1",16.6,11,22,3,0.25,18.75,103.5,223.5,0.25,2.75
28.1,0,"1",18.675,10.25,71,9,0.25,21.25,68,260,0.25,1.25
21.5,1,"1",21.475,11.5,95,6,0.25,26.5,131.5,258.75,0.75,2.25
17.8,1,"-1",21.48,11,78,4,0.2,32.2,185.8,260,0.4,1.4
19.2,1,"1",22.42,10.4,72,6,0.2,19.2,52.2,280.4,0.2,2.6
31.7,0,"1",12.8,11,147,8,0,27.6,128.6,249,1.2,2.4
30.6,1,"1",31.7,11,116,10,1,16.5,92.5,236.75,0.5,3.75
28.1,0,"1",31.15,13,151,10,1,28.8,118.6,267.6,0.2,2.8
16,0,"-1",21.3333333333333,11.6666666666667,90,7,0.67,24.25,107.25,281.75,0.25,1.5
12.5,1,"1",20,11.5,85,4,0.5,22.75,137,249,0.25,1.25
25.7,1,"1",15.475,10.75,107,6,0.25,23.6,118.6,247.2,0.8,1.6
8,0,"1",14.875,9,10,1,0.25,23,120.2,249.8,0.4,2
16.3,1,"1",12.88,6.2,93,7,0.2,27.75,106.75,198.75,0.5,3
16.3,1,"1",10.98,8.4,63,4,0,13.25,86,188.75,0.75,3
8.7,0,"1",12.9,9.5,47,4,0,26,140.5,303.5,1.5,2
20.9,1,"1",8.7,9,89,6,0,25,131.2,252.2,0.4,2.6
14.2,1,"1",20.9,9,92,5,0,26.8,116.6,277.8,0.4,2.2
11.1,1,"1",17.225,9,71,3,0.25,16,149.75,158.5,1,3.75
10.4,1,"1",10.65,6.5,64,4,0,18.6,122.6,201.8,0.8,2.4
7.1,0,"1",8.825,5,30,3,0,22.25,121,234.75,1.25,2.75
21.8,0,"1",8.48,5,122,4,0,21.25,101.25,153.5,0.25,1.25
14,1,"1",11.46,5.6,37,4,0.2,10.5,94.75,179.5,0.25,1.5
18.8,1,"1",9.74,7,108,5,0.2,22.6,91.4,200.2,0.4,2
10.1,1,"1",9.14,7.8,51,5,0.2,23.4,124.2,169,1.2,1.8
10.6,0,"1",22.32,10.2,66,4,0.4,23.6,113.2,231.8,0.8,1.4
15.4,1,"1",23.675,10.75,74,9,0.5,22,115.6,238.4,0.4,2.2
13.3,0,"1",18.95,11.75,59,6,0.25,28.5,132,260.75,1,2.5
18.8,1,"1",11.275,10,107,6,0,18.75,62.75,231,0,2.75
13.4,1,"1",13.325,10,34,4,0.25,18.5,116.25,144,0.75,3.5
23.1,0,"1",13.34,9.2,125,7,0.2,13.2,97,168.4,0.8,1.8
14.6,0,"1",13.36,7.6,46,4,0.4,18,93.2,227,0.8,3.4
8,0,"1",9.05,6,42,4,0,18,101.75,137,1.25,3.25
10.5,1,"1",13.05,9.5,50,6,0,21.2,89.2,228,1.2,1.8
36.9,1,"1",12.2,9.66666666666667,159,12,0,26.75,152,235,0.75,1.75
11,0,"1",18.375,11.5,70,4,0.25,25.2,109.6,222.6,1,2.2
11.9,1,"1",14.42,11.2,51,7,0.2,21.6,98.6,200.2,0.6,1.8
28.1,1,"1",15.2,11.8,119,7,0.2,18.8,88.2,220.8,0.2,3.2
16.5,0,"1",23,9.5,75,9,0.75,21.5,75.75,215.75,0.75,3
27.6,1,"1",22.35,11.75,106,8,0.5,14.25,94.25,177.5,0.5,2.5
24.8,0,"1",25.35,12.75,78,9,0.75,23.5,166.25,163.75,0.75,1.5
17.3,0,"1",24.25,14,83,9,0.5,10.5,102.5,159,0.5,4.5
8.6,0,"1",21.55,13.5,56,3,0.25,10,115,139.75,0.25,3
15.4,1,"1",18.96,13,76,6,0.2,18.75,132.5,237.25,1,2.25
25.8,0,"1",18.74,12,98,10,0.2,17,149.5,181,0.25,2.25
13.8,1,"1",13.72,10.4,68,7,0,23,118.4,260.2,0.4,0.6
7.8,0,"1",13.02,10,28,5,0,14.4,105.2,175.2,0.8,2.6
8.8,1,"1",12.86,9.8,48,4,0,24.4,200.6,151.2,0.8,1.6
29.6,0,"1",16.85,7,116,9,0.5,22.6,132,164.6,0.6,3
23.2,1,"1",21.1,9.33333333333333,82,9,0.67,13.25,69,213,1.75,2.25
20.6,1,"1",21.625,9.75,86,6,0.5,21.8,103,197.6,1.6,2.6
20.4,0,"1",21.42,9.6,74,7,0.4,16.4,120.6,158.4,1,2.2
13.4,1,"1",20.1,10.4,74,6,0.2,16.2,86.4,158.4,0.6,2.4
35.8,1,"1",16.75,10.25,178,10,0.5,18.5,84.5,206,0.5,2.75
28.1,1,"1",19.65,11.75,141,11,0.5,31.25,136.75,274.25,1,2
28.3,1,"1",21.34,11.8,143,11,0.6,28.2,134,201.4,0.6,0.8
16.2,0,"1",26.02,11.8,62,4,0.8,28.75,73,226.25,1.25,2.25
13.6,1,"1",27.9,12.2,66,7,0.8,18.8,62.2,221.2,0.2,1.6
9.5,0,"1",24.4,12.4,55,4,0.6,20.6,92,212.2,0.6,1.2
24.6,0,"1",19.14,9.6,116,10,0.4,25.8,163.6,250,0.6,1.4
20.5,1,"1",18.44,9.6,75,7,0.4,22.4,119.8,175.2,0.2,2.8
17.5,0,"1",16.88,9.4,55,4,0.2,27.2,143,189.8,0.4,1.6
40.7,1,"1",17.14,9.6,207,11,0.2,16.2,94,154.6,0.6,2.6
39.8,1,"1",21.44,10,148,10,0.4,17.6,99.8,207.6,0.2,2.2
24.5,0,"1",20.34,10.4,135,8,0.4,18,98.8,228.8,0.4,2.8
8.2,1,"1",23.74,11.8,62,2,0.6,20.5,101.5,227.75,0.75,2
14.3,0,"1",17.4,9.4,63,6,0.4,18.6,217.4,133.8,0.4,2.6
23.3,0,"1",17.74,10,103,10,0.4,11.5,102.75,171,1,3.25
17.8,1,"1",17.575,10.25,78,4,0.5,29,153.25,249,0.25,3
11.7,1,"1",15.9,9.5,67,5,0.25,17.2,112.4,244,0.8,2.2
22.9,0,"1",16.775,10.75,99,7,0.25,21.6,117.6,220,0.4,1
45.6,1,"1",18.925,12.5,193,11,0.25,24,114,270.2,0.4,1.8
31.6,0,"1",24.5,13,196,9,0.25,28,169.2,197.4,1.2,1.2
18.1,0,"1",25.92,12.4,71,5,0.4,21.2,126.8,223.6,0.2,3
13.2,1,"1",25.98,11.6,65,6,0.4,17.4,106.8,237.4,0.2,2.4
30.8,1,"1",17,10.5,138,8,0.25,14.25,82.5,239.5,0.5,2.25
26.6,0,"1",18.5666666666667,11,106,7,0.33,19.25,112.25,251.25,0.5,1.25
8.1,1,"1",23.9666666666667,12,41,4,0.67,22.6,81,172.2,0.2,3.8
32.6,0,"1",20,10.75,146,9,0.5,28.75,138.25,230.5,0,1.5
7.2,0,"1",24.525,10.25,32,4,0.75,17.25,103.75,195.25,1,2
20.6,1,"1",18.625,9.25,56,9,0.5,25,113.5,300.25,0.5,1.5
24.9,0,"1",19.02,9.6,149,6,0.4,25,91.25,227.75,0.5,2.25
38,1,"1",18.68,9.4,140,9,0.4,14.4,82.4,212.8,0,2
17.8,0,"1",24.66,10.8,58,6,0.6,23,148,252.6,0,1.6
15.5,1,"1",12.06,6,75,8,0.2,22.2,115.4,230,0,3.6
17.6,1,"1",9.38,6.4,86,9,0,21,138.8,273.6,1,1.2
22.8,1,"1",11.05,8.5,118,8,0,37,234.75,246.5,0.75,2
7.5,0,"-1",14.6,9.5,35,4,0.25,13,109.75,210.25,2,2.5
50.3,1,"1",15.85,10.5,273,14,0.25,27,109.5,240,1,1.75
30.8,0,"1",24.55,12.25,188,9,0.5,21.8,132,201.8,0.2,2
10.6,0,"1",27.85,13.5,56,5,0.75,24.25,124.25,226.5,0.5,3.5
17.5,0,"-1",24.4,12.2,95,8,0.6,22.5,125.25,277.5,2,2.25
35.1,1,"1",23.34,12.2,151,11,0.4,27.6,104.4,274.4,0.2,1.4
16.7,1,"1",28.86,12.8,97,7,0.6,21.75,118,282.75,0.5,2.25
29.1,0,"1",22.14,11,141,12,0.4,22.2,180.4,227,0.2,1.4
15.8,1,"1",16.74,11.4,88,7,0.4,28.2,126,256.4,1,2.2
12.9,0,"1",13.98,9.8,89,4,0.2,12.6,125.8,207,1.6,4.8
52.9,1,"1",14.65,9,229,9,0.25,20.75,118.25,240.5,0.75,3
20.7,0,"1",22.125,9.25,37,5,0.25,21.25,102.5,242.5,1,4
24.6,1,"1",25.575,9.75,116,10,0.25,28.75,104.25,219.5,0.75,3.25
23.1,1,"1",25.95,12,121,8,0.5,25.75,162.25,211.25,1.25,4
31.4,0,"1",25.38,11.4,154,13,0.6,22,69.25,291,1,2.25
10.3,1,"1",18.1,12.6,63,4,0.6,26.8,139.2,227,1,2
10.9,0,"1",15.24,11.8,49,6,0.4,29,114.2,251.6,0.2,1.8
21.9,1,"1",11.6,8.4,99,7,0,21.6,103.4,240.4,0.8,2.4
12.7,0,"1",12.92,9,77,5,0,22.4,96,231.4,0.6,1.2
12.5,0,"1",12.78,9.4,55,7,0,27.2,118,282,0.4,2
13.8,0,"1",12.575,10,68,7,0,13.4,119,203.8,0.6,2.2
17.3,1,"1",9.025,10,53,7,0,30.25,187.75,208,0,3.25
12.5,1,"1",10.85,9,65,6,0,21.5,84.25,281.75,0.25,5
32.4,1,"-1",10.525,10,134,10,0,21.4,133.6,208.2,1.4,3
8.4,1,"1",7.58,4.6,44,4,0,26.6,142,264.4,1,2.4
18.1,0,"1",8.12,4,81,4,0,21,125.75,242.75,0.5,3
14.6,1,"1",5.52,4.2,46,4,0,32,114.8,267.2,1,1.4
15.7,1,"1",5.875,3,65,8,0,25.8,139.8,239.2,0.4,2.6
12.8,0,"1",6.05,4,38,3,0,15.2,87.2,206.8,0.8,2.2
8.8,1,"1",7.4,3.8,68,2,0,16.4,107,199.6,0.2,3.6
17.6,0,"1",6.02,2,106,4,0,18,81.2,191.8,0.8,2.8
7.5,1,"1",8.78,3,5,1,0.2,31.4,127.6,259.6,0.6,1
7.3,0,"1",11.3,4.4,43,3,0.2,14.75,101.5,229,0.25,2.75
12.5,0,"1",10.58,6.2,45,2,0,23.8,116.4,203.8,0.4,2.4
14.2,0,"1",10.52,5.6,82,6,0,24.5,148.25,201.25,1.75,1.5
21.4,1,"1",11.7,6.6,94,6,0,21.2,121,218,1.2,2.4
18.1,1,"1",12.52,7,81,4,0,16.75,103.25,266,0.5,1.5
16.9,0,"1",16.55,7.75,79,3,0,31.75,158,328.5,1,1.25
12,1,"-1",17.65,8.75,80,4,0,30,110,261.5,0.5,1
17.4,0,"1",17.1,6.75,105,4,0,19.75,60,211,1,1.5
8,1,"1",16.1,6,60,2,0.25,26.75,106.25,182.5,1.5,3.75
11.8,0,"1",12.2,6,88,3,0.2,37.2,133,262.8,0.6,1.8
16,1,"1",11.18,5.4,70,3,0.2,17.6,137.6,208.6,1,3.6
11.1,1,"1",6.78,7,81,3,0,27.2,116.4,222.8,0.4,2
11.4,0,"1",8.26,5.4,64,5,0,23.75,119.5,323.5,2.25,2
11.1,1,"1",8.1,4.6,81,3,0,25.25,89.75,278,1,1.75
10.6,0,"1",10.275,5.75,76,3,0,24,132.5,168.75,1,3.5
12.1,1,"1",11.05,4.75,81,4,0,28.75,158.5,162.5,0.25,1.25
8.3,0,"1",8.45,4.75,63,2,0,19.6,80.6,212.8,1,1.4
20.7,1,"1",6.74,4.4,110,6,0,23,128,165.2,1.2,2.4
9.8,1,"1",5.375,3.75,58,4,0,16.75,91.5,202,0.25,3
8.5,0,"1",6.525,3.75,55,3,0,21.5,149,193.5,0.5,2
8.3,0,"1",5.075,4,33,5,0,22,88.8,204.2,0.6,2.8
10.5,1,"1",5.72,4.2,55,5,0,22.25,111.25,273.5,0.5,1.75
7.5,0,"1",5.72,4.6,5,1,0,28,90.2,291.4,0.6,2
11.4,0,"1",5.9,3.6,24,3,0,14.2,113.2,205.8,1.2,1.8
11.9,0,"1",10.2,5.75,25,1,0,29.4,131.8,199.8,0.2,1
9.4,1,"1",6.848,3.2,51,3,0,16.4,120,185.2,0.8,3
9.6,0,"1",6.968,2.8,26,5,0,15.75,117.75,181,1,2.5
15.94,1,"1",5.56,4,88,8,0,22.4,131.4,192.4,0.4,1.4
8.82,0,"1",6.208,4.6,11,1,0,14,94.6,148.4,0.4,2.6
12.6,1,"1",6.052,3.6,34,3,0,21,101.8,233.6,0.8,1.6
13.2,1,"1",5.74,3.25,13,2,0,15.25,80.75,184.25,2,2.25
7.5,0,"1",8.19,3,45,3,0,24.5,138.25,167.25,0.25,2.5
14.82,0,"1",7.24,2,61,4,0,13.25,112.25,217,0.5,3
8.9,1,"1",6.324,3.8,48,3,0,23.4,141.2,219,0.8,1.4
12.1,0,"1",5.1,2.6,71,5,0,20.5,98.25,198.75,0.75,2.25
33.3,0,"1",5.3,3,149,5,0,25.2,171.8,152.2,0.4,2.2
7.5,1,"1",11.38,4.2,55,3,0.2,19,92.4,209.4,1.2,1.6
20.1,0,"1",12.14,4.6,81,7,0.2,14.4,87.4,137.2,1.8,3.2
11.7,1,"1",10.825,4.5,27,3,0,16.8,131.6,155.2,1,2.4
10.94,1,"1",6.22,4.6,19,2,0,14.4,134.4,169.2,0.8,1.6
9.64,0,"1",6.668,4.6,50,4,0,16.8,111.6,169.6,0.8,2.2
9.7,1,"1",6.756,4.2,47,5,0,24.25,106.75,236.75,0.5,2
8.4,1,"1",5.02,4.2,13,1,0,23.4,149.2,206.8,0.6,1.6
15.1,0,"1",5.28,3,42,3,0,19.75,162.5,136.5,1,2
14.22,1,"1",7.74,5.4,53,3,0,25.2,134,250.4,0.6,1.6
8.4,1,"1",9.625,5.5,54,3,0,23.2,120.8,236,0.4,2.6
7.3,0,"1",9.625,5,43,3,0,18.4,107.8,191.8,0.6,2.2
11.4,1,"1",9.02,4.6,44,5,0,20.5,113.25,224.5,0,2
13.06,0,"1",7.3,4.6,53,7,0,24.75,95.5,220.5,0.75,3.5
10,1,"1",7.24,5.25,60,4,0,22.75,132.75,218.75,1.5,2.5
17.6,0,"1",5.79,5,66,5,0,13.8,52.8,233,0.8,2.6
13.7,1,"1",10.712,6.4,87,5,0,36.75,170.5,245.75,0.25,1.75
9.6,1,"1",10.592,6.2,56,4,0,16,131,155,0.5,2
7.7,0,"1",10.852,5.8,47,3,0,26.25,142.5,256.75,1,2.5
9.8,0,"1",6.475,3.75,18,2,0,21.2,106.4,300.8,0.8,2.2
8.38,1,"-1",6.525,3.25,37,4,0,19.6,85.6,190.4,0.6,2.2
15.7,0,"1",6.695,4.75,47,5,0,16,98.6,170.8,0.4,2
10.6,0,"1",7.576,5.2,16,3,0,16.4,105.2,203,0.4,2.2
7.5,1,"1",5.95,4.5,45,3,0,24.5,118.75,204,0.75,2.75
9.5,0,"1",6.375,4.75,45,5,0,17.75,99.75,197.25,0.75,3.75
11.3,1,"1",6.675,4.25,73,4,0,18.8,145,221.4,1,2.4
13.3,0,"1",7.75,3.75,83,5,0,31.8,107,293.2,1,1.2
11.7,0,"1",7.5,5.5,67,5,0,31.25,115.5,287.25,0.75,3.25
15.6,1,"1",8.325,5.75,16,2,0,22.5,139.75,225,1,3.75
20.7,0,"1",9.78,5.4,117,6,0,17.75,150.25,189.75,0.5,2.75
10.4,0,"1",11.26,5.2,34,1,0.2,12,69.4,224.6,1.2,5
9.5,1,"1",10.64,4.2,15,2,0.2,16.6,111.4,213.6,1.2,1.4
8.4,0,"-1",9.42,4.6,14,1,0.2,25,164.25,234.5,1.5,2.75
8.1,0,"-1",5.75,5.5,51,3,0,15,69.25,255.25,0.75,2.75
20.1,1,"1",6.54,6.2,111,6,0,19.4,137.4,230,0.6,2.6
8.8,1,"1",10.56,6.8,8,2,0.2,10.8,71.2,197.8,1,1.6
