"fpts","ha","cond","l5g_avg_fpts","l5g_avg_ints","l5g_avg_tdp","l5g_avg_pa","l5g_avg_py","l5g_avg_pc","l5g_pct_pyb","l5g_avg_sacks","l5g_avg_fuml","l5g_avg_rec","l5g_oppdef_ptsa","l5g_oppdef_rya","l5g_oppdef_pya","l5g_oppdef_fumforc","l5g_oppdef_sacksforc"
14.6,1,"1",18.86,1.4,1.8,41.6,307,28.4,0.6,0,0,0,18.2,109.2,214,0.2,3
18.5,1,"1",18.004,1.4,2,39.4,291.6,27,0.4,0,0,0,21.2,141,179.8,0.8,2.2
29.02,0,"1",18.12,1.8,2.6,37.8,272,24.2,0.2,0,0,0,17.8,87,235,0.8,1.2
7.68,1,"1",18.308,1.6,2.6,35,268.2,23.2,0.2,2,0,0,12.6,88.8,141.4,0.4,2.2
22.18,0,"1",22.512,0.4,2.2,43.2,321.8,29.2,0.6,1,0,0,18.4,112.2,298,0.8,2.4
19.02,1,"1",20.13,0.5,1.75,42.75,307,27.75,0.75,1,0.25,0,29,143,253.75,0.25,1.25
11.76,0,"1",17.91,0.5,1.5,43.25,292.75,27.5,0.5,3,0.25,0,23.75,96.25,223.75,1.25,2.25
7.4,1,"1",15.105,0.75,1.25,44.75,278.25,27,0.25,2,0.25,0,28,137,243.75,1.25,1
28.84,0,"1",15.09,0.5,1.25,42.75,263.5,25.5,0.25,0,0.25,0,23.6,114,282.2,0.8,2.2
11.4,1,"1",16.755,1.25,1.75,46.25,285.75,28.75,0.25,1,0,0,21.25,80.75,214,0,2.75
17.5,1,"1",15.684,1.8,1.8,46.6,285.6,29.2,0.2,0,0,0,29.8,111.6,296.8,0.8,1.8
23.76,0,"1",15.38,2.6,1.8,47.2,305,31.2,0.4,1,0,0,21.25,163.25,237.75,0,1.75
17.16,1,"1",17.78,2.2,2,43.8,310,30,0.6,1,0,0,21,104,244.2,0.4,2
17.66,0,"1",19.732,2.2,2.4,44.4,318.8,31.8,0.6,0,0,0,28.4,143.4,219.8,0.6,2.6
18.56,1,"1",17.496,2,2.2,40,275.4,27.4,0.4,1,0,0,23.6,145,237.6,0.2,1.8
25.06,0,"1",21.736,0.6,2.2,39.4,298.4,26,0.6,0,0.2,0,20.4,75.6,260,0.8,2
27.6,1,"1",26.445,0.25,2.75,41,326.75,27.75,1,0,0.25,0,26.75,149,320.25,1,2.25
19.44,0,"1",27.365,0.25,3,35.5,322.25,26.75,1,0,0.25,0,21.25,106.5,209,1,3.25
18.44,0,"1",25.12,0.75,3,34.75,310.5,26,0.75,1,0.25,0,17.75,104.25,189,1,3
20.8,1,"1",22.635,0.75,2.5,33.25,301.5,25,0.75,3,0.25,0,22.25,97.25,201.75,1.25,1
17.5,0,"1",21.57,0.75,2.5,36.25,291.75,25.25,0.5,2,0.25,0,25.25,137,199.75,0.5,1
19.18,1,"1",20.756,0.8,2.4,36.4,290.4,24.6,0.4,0,0.2,0,23.6,88.6,306.6,0.8,2
17.1,0,"1",19.072,1,2.4,38,277.8,25.6,0.2,3,0.2,0,37.8,173.2,270.8,0.2,0.8
12.16,0,"1",18.604,0.8,2,38.2,281.6,25.4,0.4,2,0.2,0,19.4,113,246.8,1.2,3.4
26.56,1,"1",17.348,0.8,2,36.2,262.2,23.4,0.2,0,0,0,19.8,100.2,246.4,1.2,3.2
27.16,1,"1",18.5,0.8,2,36.4,276,24.4,0.4,0,0,0,20.6,143.4,214.2,0.2,2
15.1,1,"1",34.372,0.2,4,39.6,376.8,30,1,0,0.2,0,32.6,162.6,219.8,0.4,2
30.34,0,"1",27.536,0.4,3,39.6,343.4,30.2,0.8,4,0.6,0,16.2,125.4,206.6,0.6,3.2
25.86,1,"1",29.008,0.6,3.2,40.8,359.2,30,0.8,2,0.6,0,28.25,89.25,239,0.25,2.75
31.1,0,"1",27.515,1.5,3.25,44.25,362.25,30,0.75,2,0.75,0,18,104.25,307.25,0.25,2.75
18.92,1,"1",25.6,1.25,3.25,42.75,341.25,28,0.75,0,1,0,13.25,124,220.5,0.75,4
11.68,0,"1",26.555,1,3,42.25,348.25,27,1,2,0.75,0,25.5,137,229.75,0.5,4.5
34.82,0,"1",21.89,1,2.75,39.25,287.25,24.5,0.75,0,0.75,0,24.5,126.5,305.5,0.75,0.5
34.78,1,"1",24.13,0.75,3,37,299.5,22.5,0.75,0,0.5,0,24.2,112,202.4,0.6,2.2
17.56,1,"1",26.26,0.6,3.2,41.4,319,25.8,0.8,1,0.4,0,23.4,113.6,252.8,0.8,2.2
35,0,"1",23.552,0.8,2.8,42.4,310.8,26.2,0.6,1,0.2,0,25.4,136.4,213.4,0,1.8
26.64,0,"1",26.768,0.8,3.4,44.6,326.2,27.8,0.6,3,0,0,34.6,127.4,246.2,0.8,1.6
21.48,0,"1",25.255,0.75,3,39.5,323.25,26.25,0.5,2,0,0,25.4,87,237.8,0.4,3.4
31.62,1,"1",25.01,0.75,3,38.75,315.25,26.25,0.5,2,0,0,21.2,69.4,201.2,0.6,1.4
23.44,1,"1",27.52,0.75,3.25,38.75,334.25,26.5,0.75,0,0,0,15,107,198.4,0.4,2.2
24.82,0,"1",27.625,0.5,3.5,35.25,330,25,0.5,1,0,0,25.6,145.8,236.2,1.2,2.8
32.6,0,"1",27.064,0.8,3.2,39.6,351.6,26.8,0.6,0,0,0,27,110.25,248.25,0,1
18.46,0,"1",26.792,0.8,3.4,39,323.8,26.8,0.6,2,0,0,26.4,102.6,268.6,0.8,3.2
28.08,1,"1",26.188,1.2,3,43.2,354.2,29.2,0.8,1,0,0,11.2,79.8,194.4,0.8,3.2
13.56,0,"1",25.48,1.2,3,45,342,30.4,0.6,1,0,0,14.8,143.8,186.8,0.8,2.8
13.02,0,"1",19.084,1.2,2.4,37.4,267.6,24.8,0.4,1,0.2,0,21.5,98.5,226.75,0.75,1
15.44,0,"1",15.168,0.8,1.6,32.6,246.2,21.4,0.2,2,0.2,0,15.6,92.4,206.2,0.2,1
9.42,1,"1",14.564,1.2,1.8,30.6,230.6,20.2,0.2,1,0.2,0,28,95,229.4,0.2,2.2
9.6,0,"1",12.392,1.4,1.2,37.8,246.8,24,0.2,0,0,0,26.4,150,251,0.8,2
14.6,1,"1",11.605,2,1,38,273.25,24,0.25,0,0,0,15.25,100.75,250.25,0.25,4.75
15.24,0,"1",9.79,2,0.5,34.75,277.25,21.5,0.25,1,0,0,24.6,133.8,291.4,0.4,1.6
19.9,1,"1",23.38,0,3,35,282,21,0,7,0,0,23.6,100.2,252.4,1,1.8
15.5,1,"1",10.66,0.333333333333333,1.33333333333333,21,139,11.6666666666667,0,0,0.333333333333333,0,17.2,116.4,222.4,1,2.6
7.44,1,"1",17.436,0.8,1.2,35.8,261.4,20,0.4,6,0.6,0,15,98.75,174.75,0.75,1.75
7.48,0,"1",16.704,1,1.2,37.6,266.6,20.8,0.4,2,0.6,0,20.6,126,165,0.4,1.8
15.88,0,"1",10.235,1,0.75,32.25,185.25,16,0,4,0.5,0,11.4,86,132,0.8,1.6
13.18,1,"1",12.61,1,1.25,34.25,185.25,17.5,0,0,0.5,0,22.8,132,176.8,0.2,2.4
12.4,0,"1",10.995,1,1.5,29.75,175.5,15.5,0,3,0.5,0,23,104.2,220.8,0.8,2.2
7.52,0,"1",6.59,1.5,0.5,35.5,186,19.5,0,5,0,0,11.75,39.5,160,1,3.75
18.86,1,"1",6.9,1.33333333333333,0.666666666666667,35,170,19.3333333333333,0,1,0,0,19.8,138,149.8,0.8,2.2
8.04,1,"1",9.89,1,1.25,31.75,171,19.25,0,3,0,0,15.4,119.4,177.2,0.6,2.8
12.46,0,"1",9.52,1,1,34.4,187,21.2,0,1,0,0,28,96,231.6,1,1.6
13.54,1,"1",10.68,0.8,1.2,31.4,187,20.8,0,3,0,0,25.6,131.4,284.8,0.8,2.6
24.56,0,"1",12.2,0.5,1.25,26.25,182.5,17.5,0,0,0,0,29.2,128.6,224,0.8,2.6
15.84,0,"1",16.21,0.5,1.5,33.25,239,22.75,0.25,4,0,0,18.5,134.25,177.25,0.75,2.25
12.64,1,"1",16.57,0.75,1.75,35.25,246.75,22.75,0.25,1,0.25,0,24.5,110,244.25,1.25,2.25
10.14,1,"1",15.784,0.6,1.6,32.8,238.6,21.2,0.2,3,0.2,0,17.75,139.25,129.25,0.25,2
28.72,0,"1",16.252,0.4,1.4,34,251.8,22.4,0.2,3,0.2,0,20.75,117,228.25,0,1.75
12.98,0,"1",18.38,0.2,1.6,33.8,271,22.4,0.4,1,0.2,0,15.4,71,247.2,1.6,3.2
9.06,0,"1",13.54,0.6,1.2,28.8,222,18.2,0.2,3,0,0,18,173.5,209.5,1.5,2
19.26,1,"1",12.824,0.6,1.2,30.2,211.6,18.6,0.2,1,0.2,0,22,120.4,227.8,1,2
15.84,0,"-1",8.84,1,1,26.6,177,14.6,0,1,0.2,0,23,168.6,186.8,1,1
15.44,1,"1",9.412,0.6,1,27.4,168.8,12.8,0,3,0.2,0,25.8,108.2,240,1.2,2.8
17.7,1,"1",14.355,1,1.25,29.25,235.75,18.75,0.25,1,0.25,0,30,144.4,222.4,1,1.2
16.96,0,"1",6.565,1,0.75,24.75,144.75,13.25,0,0,0.5,0,24.6,101.4,297.2,0.8,2.2
22.26,1,"1",9.72,1.25,1,29.5,183,15.25,0.25,0,0.5,0,27.75,97.5,214.75,0.25,2.5
8.08,0,"1",12.228,1,1.4,30.6,196.2,17.2,0.2,3,0.4,0,23.25,113,212.25,0.25,1.5
13.32,0,"1",10.304,1.2,1,32.6,201.6,17.8,0.2,5,0.4,0,24.8,137.4,175.2,0.6,2.4
9.68,1,"1",11.892,1.4,1.4,32.2,207.8,18.2,0.2,0,0.2,0,30.8,112.4,280.8,1.4,1.6
11.56,1,"1",14.06,1,1.6,31.4,217,18.4,0.2,2,0,0,25.8,122.4,194.2,1.4,1.8
12.6,0,"1",12.98,0.6,1.6,28.4,193,17.4,0,1,0,0,29,138.8,220,0.6,1.8
27.24,1,"1",18.264,0.8,2.2,27.6,236.6,16.8,0.2,0,0,0,19.75,125.25,175.25,0,1.75
11.82,0,"1",19.596,0.8,2.2,27.6,254.4,17,0.4,2,0,0,23.5,122,189.25,0.75,1.25
26.54,0,"1",15.944,0.8,2,27,218.6,17.2,0.2,0,0.4,0,22.8,94.4,209,0.6,2
19.1,1,"1",18.99,0.5,2.25,31.25,251,19.5,0.5,2,0.5,0,31.5,190.25,246.5,1,0.25
20.02,1,"1",15.13,1.5,1.75,33,252,22.25,0.5,2,0.5,0,25.4,117.2,206.2,0.2,0.8
9.76,1,"1",17.18,1.25,1.75,33.25,274.5,22.75,0.5,3,0.25,0,19.8,124.8,229.6,0.4,2.2
22.46,1,"1",12.985,1,1,30.75,226.5,20.75,0.25,0,0.25,0,17.6,181.6,155.6,0.6,1.8
27.04,0,"1",14.88,0.8,1.4,29,224,18.6,0.2,3,0.2,0,28.2,132.8,253,0.4,0.4
27.18,0,"1",16.468,0.6,1.4,31.4,232.2,20,0.2,1,0.4,0,20.8,146.2,172.2,0.8,2.4
17.38,1,"1",21.292,0.2,2.2,32.4,256.8,21.2,0.2,2,0.4,0,25,125,203.8,0.2,0.8
14.06,1,"1",19.825,0.75,1.5,37.5,311.25,22,0.5,5,0.5,0,8.6,81.8,171.8,1,3.2
24.52,0,"1",20.345,0.5,1.5,36.75,316.75,21,0.5,0,0.75,0,21.2,119.2,238.8,1,1.6
11.76,1,"1",20.115,0,1.75,33,274.75,19.25,0.25,1,0.75,0,28.6,189.6,195.2,0.6,2.2
17.86,0,"1",17.9,0.25,2,31,261.25,18.75,0,2,0.5,0,27,111.6,187.8,1.4,3.2
17.14,1,"1",17.05,0.75,2,31,250,19.5,0,2,0.25,0,16.2,98.4,234,0.8,3.4
9.8,0,"1",17.068,0.6,2,29.8,246.2,19.6,0,0,0.2,0,27,137.75,205.25,0.5,3.25
24.08,1,"1",16.216,0.6,2,27.6,220.4,19,0,0,0,0,23.75,153.5,253,0.5,1.5
25.92,0,"1",16.128,0.6,1.8,27.2,230.2,19.6,0.2,1,0,0,25,144.75,212.75,0,2.75
12.98,0,"1",18.96,0.4,2,27.2,255,20,0.4,1,0,0,15.4,100.4,210,0.4,2.6
23.32,1,"1",17.984,0.2,1.6,26.4,267.6,19.4,0.4,2,0,0,16.4,92.4,157,0.4,2
18.46,0,"1",19.22,0.6,1.8,29,283,20.2,0.6,1,0,0,18.4,86.6,253.8,0.2,1.4
7.96,1,"1",20.952,0.6,2,30,306.8,21,0.6,1,0,0,27,95,277.2,0,2.8
11.96,0,"1",23.42,0.8,2.2,36.8,350,23,0.6,7,0.4,0,19.2,113.6,231.2,1.2,2
18.34,1,"1",21.8,1,2,36.2,342,23,0.6,2,0.4,0,23,116.5,255.75,0,2.25
21.5,1,"1",20.596,0.8,1.6,40.4,342.4,25.4,0.6,1,0.6,0,17,88.4,288.4,0.8,3.4
25.1,0,"1",19.416,0.6,1.6,37,312.4,25,0.6,1,0.6,0,29.75,145.5,247.5,0.25,1.5
23.92,1,"1",19.225,1,2,36.5,296.25,25,0.5,1,0.25,0,34,165.25,249.75,0.5,2
8.1,0,"1",22.215,1,2.75,33.25,292.25,23.25,0.5,2,0.25,0,22.75,137.75,209.25,0.75,2.5
13.7,1,"1",19.655,0.75,2.5,26.5,254.5,19.5,0.25,4,0,0,22.75,126.25,217.25,0.5,4
14.54,1,"1",17.705,0.75,2.25,27.25,248.25,18.5,0,2,0,0,23,111,228.6,0.8,2.4
22.92,1,"1",15.065,0.75,1.75,27.5,231,18.75,0,1,0.25,0,20.4,101,221.2,0.4,2.2
12.44,0,"-1",16.636,0.6,2,27,239.4,18.8,0,1,0.2,0,29.8,129,239.4,0,2.6
13.62,0,"1",14.34,0.6,1.4,30.2,244,21.2,0,5,0.2,0,30.2,176.4,235.2,0.6,0.8
7.06,0,"1",16.79,1.25,1,34.75,296,23,0.5,1,0.5,0,21.4,147.2,175.8,0.6,2.6
14.86,0,"1",12.975,1.25,0.75,32.75,246.25,19.75,0.25,3,0.25,0,15.25,126.75,223,0,1.25
28.3,1,"-1",15.08,1.25,0.75,33.5,272,20.25,0.5,2,0.5,0,16.75,140.25,234.25,0.25,1.75
16.36,1,"1",16.885,2,1.5,37.25,291.5,21.5,0.5,6,0.5,0,25.75,144.5,220,0.25,1.75
15.2,0,"1",16.645,2,1.75,41.5,301.75,22.75,0.5,0,0.5,0,16.25,71,251.75,0.75,2.25
11.62,1,"1",16.356,2,1.8,39.4,297.4,22.4,0.4,3,0.4,0,21.4,106.4,222.2,0.4,3
23.76,0,"1",17.268,1.6,1.8,40.2,299.2,23,0.4,0,0.4,0,15.25,121.5,160.75,1,2.25
19.96,1,"1",19.048,1.2,2.4,37.6,284.2,22.2,0.2,2,0.2,0,31.4,144.6,189.8,0.4,0.6
14.8,1,"1",17.38,0.6,2.2,35.2,252,21.8,0,0,0.4,0,14.4,85.8,191.8,0,3.8
11.96,0,"1",17.068,0.4,2,30.4,251.2,20.6,0,1,0.2,0,29.6,139,281.4,0.8,2.4
25.1,0,"1",16.42,0.4,1.8,34.8,255,22,0,0,0.2,0,28.2,143.8,262.4,0.2,2.2
7.64,1,"1",14.988,1,1.6,33.6,250.2,22.8,0.2,4,0.2,0,22.8,122.2,215,0.4,2.8
14.6,1,"1",12.58,1.5,1.5,35,239.5,22,0.25,1,0.75,0,27.5,131.75,220.25,0.5,2
24.98,0,"1",12.64,1.5,1.5,34.25,242.25,22,0.25,2,0.75,0,23.5,80.75,297,0.5,1.25
13.32,0,"1",13.345,1.75,1.75,33,238,22.5,0.25,4,0.5,0,18.75,71.5,223,0.5,4.25
13.12,1,"1",14.765,1.25,1.75,32.75,242.25,22.25,0.25,6,0.25,0,22,126.25,235,1,2.25
10.2,1,"1",14.436,1,1.6,33.4,239.4,22.4,0.2,4,0.2,0,15,103.25,192.5,1,2.75
20.3,0,"1",15.244,1.2,1.6,36.2,264.6,24,0.2,1,0.4,0,17.2,96,144.4,0.2,2.6
15,0,"1",12.764,0.6,1.4,37.8,215.6,22,0,4,0.8,0,18.4,128.6,168.2,0.6,2
13.74,1,"1",13.1,0.2,1.4,34.2,197,19.4,0,2,0.6,0,19.4,125,220.6,0.2,2.4
13.38,1,"1",23.876,1,2.6,38,327.4,28,0.6,2,0,0,15.8,129.8,201.4,0.6,3
15.8,0,"1",21.832,0.8,2,38.8,335.8,29.6,0.6,1,0,0,34,161,244.6,0.8,1.8
22.04,0,"1",19.915,1,1.75,37.25,333.5,28.5,0.5,1,0,0,32.75,102.25,229.25,0.5,3
13.42,1,"1",18.165,1.25,1.5,38.25,318.5,27,0.5,4,0,0,31.75,120.75,191.25,0.5,2
14.52,0,"1",16.16,0.5,1.25,33.5,270.25,23,0.25,3,0,0,23,140.25,176,0.25,3.5
30.78,0,"1",16.445,0.75,1.25,33.75,285.5,23,0.25,1,0,0,18.25,118.75,264,1,1.5
12.48,1,"1",20.19,0.75,1.75,37,312.25,24.25,0.5,2,0,0,17.75,109.25,166.75,0.75,4
20.96,1,"1",18.648,0.8,1.6,37,300.2,24,0.4,2,0,0,18.5,103,212.25,0.5,3.25
15.54,0,"1",18.432,0.4,1.8,33.4,281.8,22.4,0.2,2,0.2,0,25.4,129.6,234.6,1,2.4
8.74,1,"1",18.856,0.4,2,31.6,271.4,21,0.2,1,0.2,0,34,114.6,267.8,0.6,1.8
19.36,1,"1",17.7,0.4,2,30.6,252,20.4,0.2,3,0.4,0,28,115.6,309,0.6,1.6
28.82,0,"1",21.704,0.4,2.4,33,288.6,23.2,0.2,1,0,0,25.75,162.75,207,0.75,1
14.2,1,"1",24.964,0.2,2.8,32.6,303.6,23.4,0.4,2,0,0,18.75,120.75,207.25,0.25,2.75
19.78,0,"1",22.812,0.4,2.6,31.4,287.8,21.2,0.4,2,0,0,20,65.25,213.5,0.25,4
11.62,1,"1",15.405,1.5,2,32.25,227,20.25,0.25,2,0.25,0,29.8,112.6,269.2,0,0.8
13.54,1,"1",11.105,1.5,1.5,32.25,197,20.25,0,3,0.25,0,21.6,90.8,273.8,0.6,3.6
30.22,0,"1",10.94,1.5,1.25,33.25,218.5,23.25,0,2,0.25,0,26,90.25,275.5,0.75,3.5
10.36,1,"1",13.55,1.25,1.25,34.25,251.25,24.25,0.25,4,0.25,0,19,73.25,331,0,1.75
9.58,1,"1",16.435,0.75,1.5,36.75,264,26.25,0.25,0,0,0,21.6,75.4,213,0.8,2.8
27.24,0,"1",15.064,1,1.4,37.6,257.6,25.8,0.2,2,0,0,16.6,119.8,189.4,0.2,3.4
31.12,0,"1",20.752,1,2,37.8,322.8,27,0.6,3,0.4,0,16.2,130.2,186.2,0.2,4
28.44,1,"1",22.384,0.6,2,42.4,342.6,28.6,0.6,1,0.4,0,22.75,72.25,306.75,1,2.5
27.04,0,"1",24.644,0.8,2.2,48.6,361.6,32,0.8,1,0.2,0,26.4,111,296,0.2,3
15.2,1,"1",27.884,0.6,2.6,49.2,372.6,33.4,1,2,0,0,24.25,122.25,228.5,0.75,2
31.9,0,"1",19.15,0.75,1.75,41.75,273.75,27.75,0.5,2,0,0,23,85,260.25,1.25,2.75
8.92,0,"-1",14.775,0.5,1.25,37.5,240,23,0,5,0,0,14.5,87.5,212.25,0.75,3.25
23.44,1,"1",13.205,0.75,1,37.75,235.75,22.5,0,1,0,0,25,115.2,293,0.2,2
15.08,0,"1",15.252,1,1.4,37.4,250.8,23.2,0.2,1,0,0,23,76.8,216,1,3.4
15.62,0,"1",17.084,0.8,1.6,41.2,270.6,25.6,0.2,3,0,0,18.6,59.6,216,0.8,3
11.12,1,"1",21.804,0.6,2.2,34.4,294.6,23.4,0.6,2,0.4,0,17.4,116.2,185.6,0.8,3.8
19.64,0,"1",21.104,0.6,2.2,33,281.6,22,0.6,4,0.4,0,27,95.6,286.2,0.2,2.2
17.68,0,"1",20.072,0.8,1.6,37,311.8,24,0.8,4,0.4,0,15.4,115.8,175.8,1.4,2.8
18.7,1,"1",20.528,1.4,2,38.6,299.2,22.8,0.6,1,0.2,0,25.2,67.4,271.4,0.2,3.4
24.04,1,"1",19.7,1.2,2,36.6,290,22,0.4,3,0.2,0,23.25,143.25,181,0,2.25
20.68,0,"1",20.015,2,2,42,309.75,23.5,0.5,1,0.25,0,22,90.25,232.5,0.25,0.75
16.8,1,"1",20.275,2,2.5,38.5,277.5,22.25,0.25,2,0,0,21,119.6,272.6,1.2,2.8
14.44,0,"1",20.055,1.75,2.5,33.25,267,21,0.25,5,0,0,25,111,262.6,0.4,3
15.24,1,"1",18.99,2.5,2.5,34.75,257.25,20.25,0.25,3,0.5,0,24.25,133.25,221.75,1.25,2.25
22.88,0,"1",16.79,1.75,2.25,31.25,227.25,18.75,0,0,0.5,0,26.75,186.25,169.25,0.25,1.5
16.86,1,"1",18.008,1.6,2.2,34.2,246.2,19.6,0.2,0,0.4,0,19.4,120,232.6,1,1.8
12.86,1,"1",7.7,1,1,14,130,7,0,2,0,0,22.5,94.75,214,0.75,2.5
7.4,0,"-1",10.28,0.5,1,20,162,12,0,4,0,0,19.2,123.4,225.4,1,2
7.24,0,"1",9.32,0.666666666666667,0.666666666666667,24.3333333333333,153,12.6666666666667,0,1,0,0,24.6,101.4,275.6,0.4,0.8
26.64,1,"1",8.8,1,0.75,25.25,158.75,13.5,0,1,0.25,0,10.2,83.4,223.2,0.8,3.2
16.7,1,"1",10.904,0.6,0.8,33.4,207.6,19.4,0,6,0.4,0,12.2,83.4,171.6,0.4,3.6
20.9,0,"1",13.53,1,0.75,30,224.5,17.5,0.25,1,0,0,24.5,140,213.75,0.5,1.75
9.84,1,"1",11.404,1,1.2,25.8,183.6,15.6,0,1,0,0,25.75,137,231.25,0.5,1.25
9.04,1,"1",11.692,1.2,1.2,27.8,189.8,16.8,0,1,0,0,22.75,87,178,0.5,1.25
16.66,1,"1",9.716,1.4,1,30.2,170.4,17,0,1,0,0,22.4,99.8,187.6,0.6,2.8
16.72,1,"1",8.868,1.6,0.8,33.8,183.2,19.2,0,5,0,0,18.6,114.6,173.4,0.6,2.8
15.22,0,"-1",10.368,1.8,1.2,35,192.2,20.6,0,3,0.2,0,19,140.4,186.4,1.4,2.2
16.2,1,"1",11.604,1.8,1.2,33.4,190.6,19.6,0,3,0.4,0,27.2,120.8,255.4,0.8,1.8
11.3,0,"1",13.704,1.2,1.4,31.2,196.6,19,0,3,0.4,0,18.8,166.6,189.2,0.8,1.6
9.52,0,"1",5.65,0.25,0.5,11.5,91.25,6.75,0,2,0,0,25.4,136.6,163.4,0.2,2
9.34,0,"1",6.385,1.25,0.75,18.5,126.5,9,0.25,1,0.25,0,15.6,68,184.6,1,3.2
31.28,0,"1",6.91,0,1,4.5,36.5,3,0,2,0,0,24,114,257.2,0.6,2.8
14.58,1,"1",6.555,0,0.25,9,48.25,4.25,0,5,0,0,16.5,116.25,208,0.75,2.75
8.12,0,"1",10.17,0.25,0.5,16.5,103,9.75,0,3,0,0,8.8,80.6,149.2,0.6,4.6
11.72,1,"1",27.7,1,3,30,310,19,1,3,0,0,24.2,124.4,235,0.2,1.6
14.08,0,"1",7.34,3,1,35,156,21,0,5,1,1,29,76.5,265,1,3
11.06,1,"1",10.71,1.5,0.5,34,154,20.5,0,7,1,0,15.5,66.75,166.25,0.5,3.25
17.68,1,"1",9.47,1.25,0.5,33.75,156.75,20.5,0,2,1,0,23.25,108,255.25,0.5,1
15.34,1,"1",12.055,0.75,0.75,32.75,158.25,20.5,0,8,0.75,0,20.75,128.25,190.5,0.75,2.5
9.52,0,"1",12.37,0.75,1,35.5,185.5,22.75,0,1,0.5,0,14.2,72.2,172.6,0.2,3.6
7.42,1,"-1",11.985,1,1,36,186.5,22.5,0,4,0.25,0,17.4,96.6,188.6,0.4,2
21.26,1,"1",8.945,0.75,0.5,34.75,178,19.75,0,2,0.25,0,19.5,129.75,179.25,0.25,1
8.06,1,"1",9.64,0.6,0.6,26.6,143,14.2,0,1,0.2,0,30.2,140.2,250.4,1,0.6
9.92,0,"1",8.64,1,1,25,116,10,0,2,0,0,21.75,141.75,175.5,0.75,2.75
22.84,1,"1",5.305,1.25,0.5,20.75,135.75,11.5,0,6,0,0,27.6,135.6,246.2,0.6,3.2
9.12,1,"1",8.744,1.2,0.6,21.4,146.6,11.6,0,6,0.4,0,23.8,105.2,262.4,0.4,1.4
18.9,1,"-1",10.555,1,0.75,23.5,152,13.75,0,0,0.5,0,24,140.8,213.2,0.4,2
32.28,0,"1",19.8,0.666666666666667,2.33333333333333,28.3333333333333,198.333333333333,17.3333333333333,0,1,0,0,17.2,104.6,198,0.2,1.8
15.22,0,"1",22.92,1,2.75,32,244.25,20.25,0.25,3,0,0,21,90.5,239.25,0.25,2.25
12.86,1,"1",22.805,0.75,2.5,37,238.25,21.25,0.25,1,0,0,15.75,131,168.5,1,2.25
9.74,1,"1",20.89,1.25,2.25,43,281,26,0.25,1,0,0,20.5,121.75,222.25,1,2.75
28.74,0,"1",17.525,1.25,1.75,41.5,262.5,24,0.25,1,0,0,27.75,124.25,222.25,0.75,0.75
13,1,"1",19.768,1.4,2.2,40,273.2,23.4,0.4,2,0,0,21,63.6,245.2,0.8,2.6
13.58,1,"-1",14.232,1.2,1.6,35.8,236.8,20.4,0.2,2,0.4,0,19.4,130.8,213.4,0.8,2.2
16.82,0,"1",14.376,0.8,1.6,30.2,205.4,17,0.2,2,0.6,0,13.8,87,179.4,0.8,2.8
14.56,0,"1",17.484,0.8,2,34.4,246.6,22.6,0.2,3,0,0,24.6,123.8,251.2,1.2,3.6
15.88,1,"1",13.65,1.25,1.25,32.75,251.25,22.25,0.25,2,0,0,20.25,137.25,209.75,0.5,3.5
8.54,1,"1",12.33,1,1.25,29.5,224.5,20.75,0,0,0.25,0,22.75,121.5,202.75,0.75,2.75
25.96,0,"1",9.055,2,1,32,202,19,0,3,0.25,0,21.5,95.25,199,0.5,0.5
14.62,1,"1",12.436,1.6,1.4,33.4,214.4,20.4,0,1,0.2,0,15.4,125.6,223.8,1.2,2
20.42,1,"1",11.604,1.4,1,37.8,216.6,21.6,0,3,0.2,0,15.4,57.2,211,0.2,2.4
10.04,1,"1",14.52,1.4,1.2,41,251,23.8,0.2,1,0.2,0,21.8,139.8,230,0.6,3
18.88,0,"1",15.336,1,1.2,38.6,248.4,22.8,0.2,2,0.2,0,23.6,142.6,286.2,1.2,3
20.3,1,"1",14.984,1,1.8,30.4,202.6,17.6,0.2,1,0.2,0,34,124.2,305.2,0.2,1.4
9.96,0,"1",14.115,1.5,1.75,33,213.5,20.75,0.25,3,0.25,0,21.5,95.75,208.25,0.25,3.25
22.68,0,"1",10.005,0.5,0.75,32.75,185.75,21.5,0,3,0.5,0,19.5,94,282.75,1.5,2.5
8.22,1,"1",14.89,0.5,1.25,36.25,238.5,24.25,0.25,3,0.75,0,20.75,136.75,273.25,0.5,2.25
10.4,0,"1",15.29,0.5,1.25,35,242.25,24,0.25,2,0.75,0,23,81,280.6,0.2,1.6
18.28,1,"-1",12.815,0.5,0.75,34.5,231,21.5,0.25,0,0.5,0,28.8,122.6,286.4,0.6,1.6
12.1,1,"1",13.908,0.6,1,31,207.2,19,0.2,5,0.4,0,20.25,133.25,203.75,0.25,3.25
8.48,1,"1",14.336,0.8,1.2,30.2,207.4,19,0.2,3,0.2,0,12,112.5,171,1.5,2
12.4,0,"1",11.496,1,1,29.8,183.4,17.8,0,2,0.2,0,18.6,115.4,193.8,0,3
13,1,"1",12.332,1.2,1.2,31.4,197.8,18.4,0,0,0.4,0,21.2,124.8,162,0.2,2.6
24.86,1,"1",13.99,2,0.5,35.5,208.5,19,0,1,0,0,33.75,163,239,0.75,0.75
15.48,1,"1",15.48,1,1,31.5,217,19.5,0,2,0.5,0,28.5,125,291,0.75,2.25
