"fpts","ha","cond","l5g_avg_fpts","l5g_avg_ints","l5g_avg_tdp","l5g_avg_pa","l5g_avg_py","l5g_avg_pc","l5g_pct_pyb","l5g_avg_sacks","l5g_avg_fuml","l5g_avg_rec","l5g_oppdef_ptsa","l5g_oppdef_rya","l5g_oppdef_pya","l5g_oppdef_fumforc","l5g_oppdef_sacksforc"
22.6,0,"1",25.592,0.6,3,34.8,299.8,22.6,0.4,4,0,0,20.8,153.4,143.4,0.6,2.8
33.12,1,"1",24.548,0.6,2.4,35.6,298.2,21.4,0.4,1,0,0,21.2,84.4,226.8,0.8,2.4
42.22,0,"1",21.352,0.8,2,37.6,259.8,25.8,0.4,2,0,0,14.6,86.8,189.6,0.8,3.2
28.68,0,"1",24.632,0.6,2.8,36.2,266.8,24.6,0.4,3,0,0,16.8,106,183.6,0.2,3.2
14.84,1,"1",28.336,0.4,3.2,37.2,291.4,26.2,0.6,2,0,0,27.75,138.25,281.5,0.75,0.75
26.02,1,"1",28.78,0.4,3.6,36.4,284,25.4,0.6,1,0.2,0,20.4,130.2,182.6,0.6,2.8
15.74,0,"1",27.94,0.25,3.75,34.75,271,22.5,0.5,3,0.25,0,21.6,127.2,215.2,0.4,2
11.96,0,"1",21.32,0.5,2.75,32.25,245.5,21.25,0.25,5,0.25,0,25.5,128.25,259.25,1.75,2.75
14.94,1,"1",17.14,0.75,2.25,29.25,214.75,17.25,0,2,0.5,0,29.5,133.75,234.5,0.5,1.25
15.12,1,"-1",17.165,1,2,29.25,239.75,18.5,0,3,0.25,0,28.2,129.6,263.2,0,1.8
25.94,0,"1",14.44,0.75,1,27.75,228.5,18.5,0,3,0.5,1,19.8,144.6,164.8,0.6,1.6
35.78,1,"1",16.74,0.6,1.4,29.4,241,19.4,0,1,0.4,0,21.25,120.75,176.5,0.25,3.75
32.6,0,"1",20.748,0.4,1.6,31.6,262.2,21,0.2,5,0.4,0,18.6,101.6,256.8,0.8,2.6
19.7,0,"1",23.36,0.75,2.25,38,332.75,25.25,0.5,3,0,0,22,92.6,245.6,0.6,3.8
23.6,1,"-1",21.38,0.75,1.75,36.75,328.25,24.25,0.5,1,0,0,20.4,115.4,206.2,0.8,3
22.5,0,"1",17.805,0.75,1.5,35.25,273.25,22,0.25,2,0,0,29,95.75,273,0.75,2.75
25.96,0,"1",20.96,0.2,2.4,29.4,231,19.6,0.4,3,0.2,0,24.25,107.75,215,1.25,2.75
24.3,1,"1",23.84,0,2.8,31.2,246,19.8,0.4,2,0.2,0,28.6,149,270.4,0.8,2
27.82,0,"1",22.172,0,2.8,27.2,227.8,18.6,0.2,4,0,0,25.5,96.5,244,0,1.75
39.6,1,"1",24.08,0.5,2.5,30,273.25,20.75,0.25,0,0,0,30.5,100.75,274.25,0.5,2.75
31.84,1,"1",29.42,0.5,3.25,32.5,313,22.25,0.5,1,0,0,16.5,94,223.5,1,5.25
19.76,0,"1",30.89,0.5,3.25,31,332.25,21.75,0.75,1,0,0,19.25,112.5,242.25,1,4
27.92,1,"1",29.755,0.5,3,32.75,320.75,21.75,0.75,3,0,0,18.25,77.5,301.75,0.25,1.75
30.88,1,"1",29.78,0,3.25,32.5,308.25,20.75,0.75,1,0,0,19.5,98.75,293.25,0.5,1.75
18.72,0,"1",23.3,0.4,2,36.2,286,21.2,0.6,1,0,0,19,120.6,203.6,0.8,3.6
24.44,1,"1",20.676,0.4,1.6,37,281.4,23,0.6,1,0.2,0,19.2,54.2,253.2,0.2,3
19.6,1,"1",23.208,0.4,2.6,30.6,247.2,21.6,0.2,3,0.2,0,26.8,133.2,218.8,0.6,1.6
36.44,0,"1",14.645,0.5,1.25,28.25,199.25,17.75,0,5,0.25,0,22,142.25,221,0.5,3.25
27.12,1,"1",19.69,0.75,2,32.25,226.5,18.5,0.25,3,0.25,0,37.25,157.5,232.5,0.25,2.5
19.08,0,"1",22.335,0.25,2,40,249.5,22.5,0.5,2,0,0,16.2,95,224.6,0.2,2.6
13.38,1,"-1",22.205,0.25,2,41.25,238.75,22.5,0.5,2,0,0,18,122.25,213,0.5,2.25
27.62,0,"1",20.44,0.4,1.8,41.6,231.4,22.4,0.4,3,0,0,22,93.5,195.5,0.25,3.25
19.42,1,"-1",24.728,0.6,2.2,44.4,257.8,24.4,0.4,2,0,0,21.2,106.4,206.2,0.2,2
10.06,0,"1",21.324,0.4,1.8,41.8,234.8,23.8,0.2,2,0,0,23,108.6,202.4,0.8,3.8
9.94,0,"1",17.912,0.6,1.6,37.4,209,21.2,0,9,0,0,16.8,76,278.4,1.4,2.2
13.84,1,"1",16.084,0.8,1.4,36.2,196.8,21,0,5,0.4,0,21,115.2,247.4,0.6,3
14.46,1,"1",21.81,0.75,2.25,34.75,219,19.5,0,1,0.25,0,18.2,94.2,261.6,0.4,1.8
27.74,1,"1",19.535,1,2,36.75,242.75,22.25,0,2,0.5,0,24,104.6,237.2,0.4,2.2
33.84,0,"1",21.615,0.75,2.5,41.75,271,27,0.25,3,0.5,0,28,80.4,296,0.2,2.8
29.18,1,"1",23.475,0.75,2.5,45.25,281.25,30.25,0.25,3,0.5,0,27,126.8,277.8,0.4,2
32.54,0,"1",24.616,0.8,2.6,44.8,284.4,29.4,0.2,5,0.4,0,28.4,86.6,276.2,0.2,3.4
32.34,0,"1",27.552,0.8,2.6,46,306.8,31,0.4,2,0.4,0,21.75,97,235.5,0.25,3.5
26.12,0,"1",31.128,0.6,3,45.8,318.2,30,0.6,0,0.2,0,21.6,108,250.4,0.6,2.4
16.96,1,"-1",30.804,0.6,2.8,42.4,315.6,28.2,0.6,1,0,0,20.5,59.25,252,0.25,1
21.24,1,"1",27.428,0.6,2.4,40.8,308.2,26.6,0.6,1,0.2,0,17,113.2,232.8,0.6,1.8
11.98,0,"1",25.84,0.4,2.4,36.8,298,25,0.6,4,0.2,0,22.2,118.4,189.6,0,2.6
40.18,1,"1",21.728,0,2,32.8,274.2,22.6,0.4,4,0.2,0,21.4,123.4,194.6,0.4,2.6
37.2,0,"1",23.296,0,2.2,32.2,273.4,23,0.4,1,0.2,0,20.4,100.4,228.8,0,1
14.56,1,"1",13.148,0.6,1.2,30.4,214.2,17.8,0,5,0.2,0,9,67,138,0.5,4
16.62,1,"1",7.2,1,0.75,24.25,147.5,15.25,0,1,0.75,0,23.2,121.4,217.2,0.8,4.8
7.44,1,"1",7.184,1.2,0.6,23.8,144.6,14.6,0,1,0.2,0,29.6,151.8,186.2,0.6,2.4
23.78,0,"-1",8.152,1.4,0.8,25.4,163.8,14.4,0,0,0.4,0,22.6,144.2,192.6,1,1.8
10.56,0,"1",9.516,1.6,1,27.2,174.4,14.2,0,4,0.2,0,26.6,145.4,197.2,0.6,1.6
13.2,1,"1",6.78,0.5,0.5,18,104.5,8.5,0,2,0,0,20,89.75,233.25,0.25,2.25
10.92,0,"1",19.84,1,3,22,206,15,0,4,0,0,10.5,80.5,200.25,1,3.25
13.54,1,"1",15.38,1,2,27,202,17,0,4,0,0,35,154.25,288.25,0.5,2
19.28,0,"1",11.805,1.5,1.5,30.5,202,19.75,0,3,0.25,0,17.2,77.8,162.2,1,2.6
18.08,1,"1",13.3,1.4,1.8,31,207,19,0,0,0.2,0,22,133,217,0.5,1.25
23.5,0,"1",12.948,1.2,1.6,34.8,212.2,21.4,0,1,0.2,0,28.2,126,259.4,0.2,2
10.36,1,"1",15.464,1,1.8,37.4,234.6,23,0.2,1,0.2,1,18.2,116.4,293.6,0.2,3.6
12.9,1,"1",15.28,1.2,2,38.2,218,21.8,0.2,1,0,0,34.6,153.4,263,1.2,1.2
12.98,0,"1",14.004,1,1.6,37.8,218.6,22.6,0.2,3,0,0,27.6,126.4,234.6,1.2,1
15.64,1,"-1",12.732,1.8,1.2,38,245.8,23.6,0.2,2,0.2,0,26.8,150.2,198,1.2,2
9.16,0,"1",14.86,1.4,1.6,35.6,240,21.6,0.2,2,0.2,0,19.75,141,163.5,0.5,1.5
18.94,1,"1",10.8,0.333333333333333,1,23.6666666666667,180,15.3333333333333,0,2,0.333333333333333,0,20.8,175.6,155,1,2.2
13.28,1,"1",12.97,0.25,1.5,28.5,196.75,17.25,0,1,0.5,0,18.5,117,175.25,0.75,2.5
12.9,0,"1",14.28,0.25,1.75,27,190.75,16,0,2,0.5,0,21.5,140.5,210.25,0.5,3.75
16.38,1,"1",12.87,0.25,1.5,24.75,168,15,0,2,0.25,0,24.25,139.25,232.75,1,4
18.38,1,"-1",12.265,0.5,1,27.5,186,17,0,0,0.25,0,23,130,252,0.25,2.75
19.96,1,"1",13.148,0.6,1,28,205.2,17.2,0,4,0,0,19.8,130,179.4,0.4,3.6
12.68,1,"1",13.244,0.6,1,30.4,219.6,17.8,0,0,0,0,9,100.25,166.5,0.5,1.75
9.36,0,"1",12.504,0.4,1,30.6,208.6,17.6,0,2,0,0,14.2,108,180.6,0.6,3
18.92,0,"1",10.7,0.2,0.6,28.2,191,16.4,0,3,0,0,25.2,168.8,189.2,0.4,2
8.7,1,"1",14.188,0.8,1.2,28.2,215.2,18.6,0.2,2,0.2,0,14.6,76.6,227.6,0.4,3.2
21.88,0,"1",12.38,1,1,26.6,198,17.4,0.2,4,0.2,0,16.8,132.8,178.2,1.2,3
7.38,1,"1",16.275,1,1.75,24,218.75,17.25,0.25,5,0,0,23.75,74,265.75,0.25,3.5
8.02,1,"1",17.236,0.6,1.4,37,240.4,21.6,0,3,0,0,21.6,112,272.8,0.8,2.2
17,1,"1",15.356,0.6,1,36.4,231.4,20.2,0,2,0,1,29.8,116.2,138.6,0.2,3
21,1,"1",14.232,0.8,0.6,36,234.8,20.6,0,6,0,0,23.8,115.6,217.4,0.6,2.8
22.4,0,"1",12.895,0.25,0.5,32.5,179.25,20,0,3,0,0,24.75,109.75,214,0.5,2.75
21.46,1,"1",16.49,0.25,1,36,204.75,21.75,0,3,0,0,21,120.25,279.5,0.25,3
22.32,1,"1",17.605,0.25,1.75,37,218.25,22.5,0,0,0,0,23,126.25,219,1.25,3.25
14.18,0,"-1",17.935,0.5,1.75,38.5,235.25,23,0,0,0,0,26.6,91.6,253.4,0.2,2
32.18,0,"1",20.09,0.5,2.25,36.25,238.5,21.75,0,2,0,0,27.6,126.4,230.2,0.8,2
15.74,0,"1",17.045,0.25,1.75,30.75,211.75,20.25,0,3,0.25,0,14.6,97,192.2,0.6,2
11.32,1,"1",17.38,0.25,2,27.25,203.25,18.5,0,2,0.25,0,31.25,133.5,264.75,1,0.75
15.96,1,"1",14.675,0.25,1.25,28.25,212.5,20,0,1,0,0,31.2,105.6,248.6,0,2.8
15.58,0,"1",12.985,0.25,1,29.5,200.25,20.25,0,6,0,0,22.5,114.5,198.75,0.75,4.25
17.86,0,"1",12.564,0,0.6,26.6,185.6,18.6,0,2,0,0,26.2,112.2,243.8,0,1
14.72,1,"1",12.988,0,0.8,28.2,188.2,18.8,0,6,0,0,27.8,77.4,238.2,0.2,1.4
16.32,0,"1",13.668,0.2,1.2,27,174.2,16.8,0,5,0,0,17,107.2,207.8,0.2,3.8
21.58,1,"1",13.74,0.4,1,28.6,193,17.8,0,1,0,0,27.8,121.8,215.4,0,2
16.84,0,"1",14.94,0.4,1.4,28.8,217,18,0,6,0,0,25,94.25,286.25,0.5,1
16.28,0,"1",16.708,0.6,1,34.6,258.2,21.8,0.2,2,0,0,18.25,126.5,232.25,1,2
14.54,1,"1",15.32,0.6,0.6,35.4,266,21.8,0.2,2,0,0,16,96.2,283.6,0.8,3
27.6,1,"1",17.2,0.2,0.8,36.8,278,22.8,0.2,3,0,0,28.2,115.6,268.8,1,2.8
15.46,0,"1",17.94,0,1.25,31.25,214.75,19.25,0,2,0,0,17.5,96.75,176.75,0.75,3
13.42,0,"1",18.47,0,1.25,31.5,220.5,19.5,0,3,0,0,28.75,112.5,287.25,0.25,2
21.7,1,"-1",17.755,0,1,28.5,213.25,19,0,1,0,0,22,110.75,231.75,0.75,1.5
24.78,0,"1",19.545,0,1.25,28,214.25,18.5,0,4,0,0,25.4,137.4,257.4,0.2,2.8
13.64,1,"-1",18.84,0,1.25,27,218.5,18,0,2,0,0,24.25,125.5,261.5,0.25,1.75
12.54,0,"1",17.8,0.2,1.2,26.2,213,17.4,0,3,0,0,22.4,99.6,191.4,1.2,1.4
16.4,1,"1",17.216,0.2,1.2,25,206.4,18.2,0,1,0,0,27.5,125.5,214,0,3
16.34,1,"1",17.812,0.4,1.6,24.4,180.8,17.2,0,1,0,0,23.4,69,217,1.2,2.8
8.86,0,"-1",17.38,0.5,1.25,42,268.25,27.25,0.25,1,0.5,0,27.4,122,330.6,1,1.4
17.26,1,"1",11.59,0.25,0.75,35.5,233.5,23.5,0,0,0.5,0,33.25,107.25,297.25,1.5,2.25
9.98,0,"1",14.495,0.25,1.25,32.25,240.5,22.75,0,3,0,0,25.4,116.4,274.8,1,1.8
9.42,0,"1",12.0333333333333,0,1,21.6666666666667,188.333333333333,15,0,3,0,0,22,65,314.5,0.25,3.75
20.88,1,"1",11.38,0.25,0.75,25.75,185.75,17.5,0,0,0,0,25,137,274.25,1.5,3
15,0,"1",14.385,0.5,1,28,197.75,18.75,0,6,0,0,20.25,141,212.25,1,2
13.5,0,"1",13.82,0.5,0.75,33,199.25,21,0,1,0,0,25.75,112.5,260.25,0.75,2.5
14.16,1,"1",14.7,0.5,0.75,34.5,235,24,0,1,0.25,1,24,124.5,223.75,1,2.5
12.62,1,"1",14.592,0.6,0.8,32.8,240.8,22.6,0,1,0.4,0,20,65.5,307.5,0.75,2.5
23.36,1,"-1",15.232,0.6,0.8,30.8,237.8,20.6,0,0,0.4,0,17.25,139.5,154.75,0.25,2.75
25.66,0,"1",15.728,0.6,0.8,31.8,232.2,20.8,0,1,0.4,0,21.6,119.2,196,0.4,3
25.36,1,"1",9.52,0.333333333333333,1,17,119.666666666667,10.6666666666667,0.33,4,0.333333333333333,0,18.5,87.5,171,0.75,2.75
16.88,1,"1",13.1,1.5,1.5,30.25,207.5,18,0.5,2,0.25,0,26.6,158.2,226.2,0.6,2.2
7.36,1,"1",13.856,1.4,1.4,30,221.4,18.4,0.4,1,0.2,0,16.8,92.6,252,0.4,2.6
12.52,0,"1",14.232,1.4,1.2,37.4,257.8,22.4,0.4,0,0.2,0,26.2,112,263.4,0.6,2.2
13.1,0,"1",12.168,1.4,1,35.2,236.2,20.2,0.2,1,0,0,19.25,116,197.5,0.5,1.5
14.68,1,"1",17.69,1,2,31,216,17,0.5,1,0,0,15,129.25,216.25,0.5,2.25
8.52,0,"1",14.04,1.25,1.75,26.5,188.5,14,0.25,3,0.25,0,24.2,145.4,248.8,0.8,1.4
7.2,0,"1",12.936,1.2,1.6,26.6,189.4,13.6,0.2,3,0.4,0,20.4,118.8,194.6,0.2,2.4
10.42,1,"1",9.25,1.5,1,32.25,200,19.75,0,1,0.25,0,18.5,140.25,231.5,1,1.75
7.66,0,"1",9.965,1.25,1,32.25,199.75,20.75,0,4,0,0,13.25,71,192.75,0.25,2.75
10.28,0,"1",9.26,1,0.75,30.25,187.75,19,0,2,0,0,20.25,82.5,230.75,0.75,2.25
9.72,1,"1",9.464,1.2,0.8,33,200.6,20.2,0,3,0,0,19.4,147.6,181.6,0.8,1.8
14.94,1,"1",5.26,0,0,24,121.5,13,0,3,0,0,19,68.4,258.8,0.4,3
14.36,1,"1",6.588,1,0.6,22.2,123.2,12,0,2,0,0,27.6,124.6,188.6,1.6,2.2
25.08,0,"1",6.472,1,0.4,23.4,125.8,12.6,0,6,0,0,22,117.2,220.2,1,2.8
7.32,1,"1",13.036,0.4,1,30.4,186.4,17.4,0.2,4,0.2,0,25.4,126.2,281.4,0.6,1.6
7.7,1,"1",5.26,0,0,10,94,7,0,1,0,0,14.25,92.5,233.25,1,2.5
22.24,0,"1",11.14,2,1,32.3333333333333,222.666666666667,21.6666666666667,0,6,0,0,27.8,138.6,237.6,0.2,1.8
8.06,1,"1",13.915,1.75,1,35.75,251,24.25,0.25,2,0,0,21.25,156.25,230.5,0.25,1.75
12.64,1,"1",12.744,2,1,34.8,232.6,22.8,0.2,4,0,0,22.25,100.5,213,1.25,3.25
18.88,0,"1",12.088,2,0.8,36.8,232.2,23.6,0.2,2,0.2,0,32.75,163.25,272.75,0.5,1
11.9,1,"1",13.352,1.8,1,36,230.8,22.2,0.2,4,0.2,0,21.8,118.6,210.2,0.4,1.4
22.56,1,"1",12.355,1.25,0.75,33,224.5,19.25,0,7,0.25,0,31.25,181.25,239,1,1.5
11.2,1,"1",14.835,0.75,0.75,33.25,217.75,20,0,4,0,0,20.25,119.5,270,0.75,2.25
13.6,1,"1",11.59,0.75,0.5,34.75,187.25,19.25,0,4,0,0,33.4,148.6,251.8,0.2,2
10.78,0,"-1",11.992,0.6,0.6,33,172.8,18,0,5,0,0,17.2,89.4,200.8,0.4,2.2
25.94,1,"1",19.632,0.8,2,37.8,259.8,21.6,0.2,3,0,0,27,115.8,225.6,0,1.2
12.98,1,"1",22.836,1,2.4,40.4,289.4,23.2,0.4,2,0,0,25,93.4,274.6,0.4,1.4
24.12,0,"1",22.29,1.25,2.5,41.25,278.5,23.5,0.5,6,0,0,24.5,57.25,257,0,1.75
18.02,0,"1",23.565,1.75,2.75,39,297.25,22.5,0.75,3,0.25,0,27.5,95,325.5,0,2.5
11.58,1,"1",20.265,1.75,2.25,42,268.5,22.25,0.5,4,0.25,0,24.6,110,251.6,0.2,2.8
25.46,1,"1",16.675,1.25,1.75,36.25,246.25,20,0.25,2,0.5,0,30.25,117.25,286,0.25,2
37.78,0,"1",19.795,1.25,1.75,41.25,283,24.25,0.5,2,0.5,0,23.6,83.2,258.8,0.8,3.4
27.7,1,"1",23.392,1,2.4,40.2,290.8,24.2,0.6,3,0.4,0,25.5,106.5,281.25,0.75,1.75
24.28,1,"1",24.108,0.6,2.6,38,266.2,22.6,0.4,2,0.6,0,26.25,145.25,220,0.5,1.25
34.22,0,"1",25.36,0.6,2.4,36.6,288,22.8,0.4,2,0.6,0,29.25,153.5,234.75,0.75,1.5
12.94,0,"1",20.975,1.5,1.75,40,262.5,24.5,0.5,2,0.25,0,25.2,119.8,227.6,0.2,2.2
15.14,1,"1",19.46,1.5,1.75,38.5,250.25,23.5,0.25,1,0.5,0,25.8,141.4,291.4,0.8,1.4
32.68,0,"1",17.105,1.5,1.5,36.75,229.5,21.5,0,2,0.25,0,24.2,82.6,256,0,3.2
22.48,0,"1",21.66,0.75,1.75,40.75,265.25,23.75,0.25,2,0.25,0,22,106.5,259.75,0.75,2.75
19.7,1,"1",20.81,1,1.75,42.75,276.5,24.5,0.25,2,0.25,0,23.5,127,218.5,0,1.5
14.38,0,"1",20.588,1,1.8,44,274.2,26,0.2,0,0.4,0,20.25,99,254.25,0.5,2
21.14,0,"1",20.876,1.2,2,44.4,260.4,26.4,0.2,2,0.2,0,28,114.25,233.75,0,2.75
13.06,1,"1",22.076,0.8,2.2,41,236.4,24.4,0.2,1,0.2,0,25.5,127,227,0.5,3.25
15.58,1,"1",18.152,1.2,1.6,38.8,204.8,21.6,0,4,0.4,0,21,119.4,193.4,0.6,2.2
8.18,0,"1",16.772,1,1.4,38,205.8,21.8,0,2,0.4,0,21.4,74.4,248.4,0.6,1
29.34,1,"1",14.468,1,1,33.8,171.2,17.8,0,4,0.2,1,18,87.75,264,0.5,1.5
19.14,0,"1",17.46,0.6,0.8,34.6,194,18.6,0.2,2,0.2,0,19.8,123.8,212.6,0.4,1.8
13.28,1,"1",6.03,0.75,0.5,27.25,150.75,15.75,0,0,0.75,0,28,151.8,191.2,0.6,2
12,0,"1",6.03,1.25,0.75,26.75,140.75,15.25,0,3,0.5,0,20.2,126.6,157,0.6,2
13.72,0,"1",15.16,1,1.4,36.2,244,21,0.2,4,0.2,0,19.2,133.4,220.2,0.8,1.8
18.14,1,"1",16.028,1.4,1.6,38,272.2,23.6,0.2,2,0.6,0,31.4,121.4,301.8,1,1.4
17.6,1,"-1",15.735,1.25,1.5,38,271.5,24.75,0.25,2,0.75,0,26.2,113,250.4,0.8,1.6
20.74,1,"1",11.295,0.25,0.75,30.5,203,18,0,2,0.25,0,21.4,122.6,231,1,1.8
8.68,0,"1",11.945,0.5,1,32.75,211.75,18.75,0.25,3,0.25,0,20.8,108.4,271.2,1.4,2.4
13,0,"1",11.292,1,1,36.4,222.8,21.2,0.2,1,0.2,0,17.75,107.75,188.25,0.5,1.75
9.94,1,"1",12.94,0.8,1.2,35.8,229,20.8,0.2,2,0,0,17.4,114.6,167.4,0.6,2
23.4,0,"1",11.408,1,1,36,223.2,20.4,0.2,2,0.2,0,20.6,113.8,254.8,1,2.6
14.76,0,"1",20.144,1.2,2.4,33.6,278.6,22.8,0.4,1,0,0,22.2,107,239.6,0.4,1.4
8.5,1,"1",19.295,1.5,2.25,35.75,268,23.25,0.5,1,0,0,18.4,118.4,208.4,0.2,2
16.52,0,"1",15.115,1.5,1.75,32.75,236,21,0.25,1,0,0,13.6,75.8,225,0.6,3
11.48,1,"1",17.04,1,2,32,238.5,20.75,0.25,2,0,0,21.75,149,218.75,1.25,3
16.98,0,"1",12.815,1.75,1.75,30.75,219.75,18,0,2,0.25,0,28.8,132.2,240,0.4,1.6
34.98,0,"1",13.37,1.5,1.75,28.5,240.5,17.25,0,1,0.5,0,20.6,119.4,237.8,0.2,3.4
11.08,1,"1",17.692,1.2,2,31.2,264.8,18.6,0.2,2,0.6,0,16.2,77.2,254.8,0.8,2.8
14.9,0,"1",18.208,1,2,31.2,270.2,18.4,0.2,2,0.6,0,22.8,92,239.4,0.8,1.4
16.66,1,"1",17.884,1,2,32.6,256.6,18.8,0.2,0,0.8,0,18,103.6,196.8,0.8,3.2
23,0,"1",16.836,0.4,1.8,33,215.4,19.2,0.2,1,0.6,0,20.25,102.5,196,0.75,3
18.38,0,"1",20.48,0.6,2.2,38.6,292,25,0.4,1,0.4,0,21.2,141.6,158.2,1.2,2.8
9.48,1,"1",15.225,0.25,1.75,26.75,196.25,17,0.25,3,0,0,26.5,101.5,249.25,0.5,2.75
25.04,1,"1",15.12,0.25,1.75,25,193,16.5,0.25,2,0,0,20.5,88.25,211.25,1.5,3.25
13.84,0,"1",14.115,0.25,1.5,26.25,193.5,17.5,0.25,0,0,0,23.2,98,279,0.2,2
14.74,1,"-1",13.475,2,1.5,36.25,257.5,21.5,0.25,1,0,0,23,102.4,249.8,0.8,2.2
15.96,1,"1",13.728,1.8,1.6,37.4,250.2,22,0.2,1,0.2,0,28,136.8,254.2,0.4,1
12.24,0,"-1",15.024,1.8,1.8,39,253.6,23.2,0.2,1,0.4,0,24.4,97.2,264.4,0.2,0.8
10.18,0,"1",10.532,1.6,1.4,36,185.8,21.2,0,1,0.4,0,17.8,99.8,204.2,0.4,2.8
16.98,1,"1",12.732,1.4,1.8,31.2,197.8,20.6,0,3,0,0,16.2,122.6,222.6,1,2.2
16.72,0,"1",14.544,0.8,2,30.2,202.6,20.6,0,1,0,0,15.25,88.75,180.75,1.25,2.25
17.56,0,"1",16.59,0.75,2.25,30.5,226,22,0,1,0,0,20.5,117.5,278.25,0.25,3
7.72,1,"1",11.23,1,1.75,28.25,158.25,17,0,1,0.25,0,11.75,85.5,246.75,0.75,2.5
12.84,0,"1",8.98,1.5,1.75,24,125.75,13.75,0,4,0.25,0,21.2,102.8,178,0.4,2
12.5,1,"1",9.752,1.8,1.8,26.6,159.8,15.6,0,0,0.4,0,11,91.8,174.8,0.4,1.6
25.12,0,"1",8.74,1.8,1.4,27.6,163,16.4,0,0,0.4,0,26.8,159,236,0.6,1.2
34.96,0,"1",12.772,1.8,2,29.2,202.8,18.2,0,1,0.2,0,21.2,144.2,229,1.2,2
7.04,1,"1",18.628,1.6,2.6,29.6,264.2,20,0.2,2,0.2,0,18.2,87.6,188.6,0.6,2.2
18.08,0,"1",15.824,1.2,1.8,34,240.6,21,0.4,0,0,0,18,99.75,254,2,4
18.72,1,"1",17.516,1.2,2,37.2,263.4,23,0.4,1,0,0,20,121,184.75,0.25,3
11.56,0,"1",19.064,0.8,2.2,34.6,264.6,22.8,0.4,1,0,0,16.25,111.5,132.75,0.25,2.5
25.44,1,"1",16.77,1.5,1.75,35.75,285.5,23,0.25,0,0,0,25.4,116.4,230.2,0.2,3
19.92,0,"1",18.45,0.75,2.25,32,260,22,0,0,0,0,24,91.25,247.25,0,1
21.1,1,"1",18.91,1.25,2,35,291.5,24,0.25,0,0,0,30,148.75,195.5,0.5,2.25
12.32,1,"-1",16.925,1,2,33.75,241.25,21.25,0.25,1,0,0,23,143,172.8,0,1.4
20.58,1,"1",16.004,0.8,1.8,34.2,230.6,20.8,0.2,2,0,0,16.4,90.2,178.8,0.4,3.4
27.2,0,"1",15.032,1.4,1.4,37.2,256.8,22.8,0.4,1,0.2,0,22.6,139.4,226.6,0.8,3
15.84,0,"1",16.488,1.2,1.8,35.8,253.2,22.2,0.4,0,0.2,0,20,133.6,192.8,0.2,2.2
23.6,0,"1",23.475,1.5,3,35.5,263.75,23.25,0.5,0,0.25,0,27.75,168.25,174.75,1,1.75
12.28,0,"1",13.995,1.5,1.5,34.5,256.75,23.5,0.25,1,0.25,0,21.5,124,221,1,1.75
13.08,1,"1",11.69,1.75,1,37.5,266,25.25,0.25,2,0.25,0,24.2,88.6,255.2,0.8,2
7.24,0,"1",11.968,1.8,1.2,36.6,258.2,24.2,0.2,1,0.2,0,26.2,106.6,235.4,0.4,2.6
7.68,1,"1",6.244,1.8,0.6,37,195.6,20.2,0,2,0.6,0,8.8,114.8,179.8,0.8,3.2
11.1,1,"1",5.164,2.2,0.2,40.6,213.6,22.2,0.2,3,0.6,0,12.2,83,236.8,0.8,2.6
16.64,0,"1",17.425,0.75,1.75,43.5,276.25,25,0.5,2,0.5,0,16.6,84.8,166.8,0.6,2.4
16.7,1,"1",14.935,0.5,1.5,38.5,242.75,22,0.25,0,0.75,0,23.4,111,218.8,1.8,2.6
11.48,0,"1",12.085,0.5,1,35.75,202.75,20,0,2,0.75,0,25,113.5,223.75,0.25,2.5
24.68,0,"1",14.155,0.5,1.25,36.5,223.25,21.5,0,0,0.5,0,17.5,50.5,218.5,0.75,3.75
7.54,0,"-1",14.484,0.4,1.2,32.8,218.6,18.6,0.2,1,0.2,0,21.6,162,186.2,0.8,3.8
10.82,1,"-1",12.664,1,1,33,230.6,19.2,0.2,2,0.2,0,13.75,124.5,193,0.25,3
19.42,0,"1",11.488,1.4,1,37.4,237.2,20.6,0.2,1,0.4,0,16.8,122,182,1.4,2.2
7.3,1,"-1",8.312,1.6,0.8,33.8,203.8,18.6,0,1,0.4,0,23.8,35.6,254.4,2,1.6
13.4,0,"1",9.188,2,0.8,40.8,246.2,22.8,0,2,0.4,0,21.8,101.6,263,1.2,2.6
23.2,0,"1",18.48,1,1.5,41.75,305.75,27,0.75,1,0.25,0,32.5,190.25,215.75,0.75,1.75
21.3,0,"1",16.815,1,1.25,37.5,294.75,25.25,0.75,1,0.25,0,15.75,106.5,227.25,1,2.75
29.14,1,"1",16.175,1.5,1.25,34.75,298.75,23.25,0.75,0,0,0,23.75,78.75,284.5,1.25,1.75
20.42,1,"1",19.49,1,1.75,36.25,306,24.25,0.75,1,0,0,20.25,115.25,177,1.5,1.75
29.14,0,"1",23.515,0.5,2.5,34.5,313.5,25,0.75,0,0,0,15.4,78.2,252.2,2,2.8
16.64,1,"1",19.648,0.8,2.2,33,273.2,23,0.6,0,0.2,0,21.4,148.8,196.4,1.2,2
12.7,0,"1",18.716,0.6,2.2,30.8,254.4,21.2,0.4,0,0.2,0,19.4,94.6,238.8,0.4,2.8
14.06,1,"1",11.768,1.4,1.4,28,216.2,17.4,0.2,1,0.2,0,35.6,150.4,275,0.4,1.6
8.46,1,"1",20.425,1,3,31,233.75,21.75,0,2,0.25,0,23.6,173,167.6,1,0.6
