"fpts","ha","cond","l5g_avg_fpts","l5g_avg_trg","l5g_pct_pyb","l5g_avg_tdr","l5g_avg_ra","l5g_avg_ry","l5g_avg_recy","l5g_avg_rec","l5g_pct_recyb","l5g_avg_tdrec","l5g_oppdef_ptsa","l5g_oppdef_rya","l5g_oppdef_pya","l5g_oppdef_fumforc","l5g_oppdef_sacksforc"
7.6,0,"1",16.38,7,0,0,0.2,0.6,36,4,0.2,0,27,122.25,271.5,0.25,2.5
14,0,"1",17.28,7.8,0,0,0.2,0.6,50,3,0.2,1,23.5,86.5,252.75,0.25,2.75
11.5,0,"1",14.25,7,0,0,0,0,55,6,0.25,0,20.8,120.8,261.4,0.6,2.2
11.3,0,"1",9.525,6,0,0,0,0,23,3,0,1,24,88.2,223.2,0.6,2
8.5,1,"1",10.45,6.5,0,0,0,0,35,5,0,0,17.8,75.4,205.4,0.4,1.6
11.2,1,"1",6.04,4.4,0,0,0,0,22,3,0,1,20.5,125.5,204.25,0,2.5
16.6,1,"1",5.52,2.6,0,0,0,0,44,6,0,0,20.25,86.75,190.75,1.5,3.5
15,1,"1",6.025,2,0,0,0.5,4,69,2,0,0,25,134.75,223.25,0.75,1.75
10.4,1,"1",7.16,3,0,0.2,0.4,1.8,54,5,0,0,35,165.8,250.2,0.6,0.8
9.2,1,"1",9.38,6.4,0,0,0,0,12,2,0,1,33,168,200.5,0.5,1
10.6,1,"1",7.225,7.25,0,0,0,0,46,6,0,0,27.5,113.25,239.75,0.75,2
29.9,0,"1",5.925,5.5,0,0,0,0,79,10,0,2,22,117.75,247.75,0.75,2.25
7.7,0,"-1",9.98,6.6,0,0,0,0,47,3,0,0,19.2,164,178.6,0.4,1
12.6,0,"1",9.62,5,0,0,0,0,36,3,0,1,19,145.8,217.4,0.2,1
9.4,1,"1",6.16,3,0,0,0,0,14,2,0,1,18.2,151.8,233.6,0.8,2
8.4,1,"1",5.3,3.6,0,0,0,0,44,4,0,0,27.2,141,253.6,0.8,2.2
19.9,1,"1",9.86666666666667,6,0,0,0,0,89,5,0,1,15.75,82.75,258.75,1,2.25
11.9,0,"1",5.24,4,0,0,0,0,79,4,0,0,32.25,168.75,248.5,0.5,1.5
8.9,1,"1",6.26,3.4,0,0,0,0,49,4,0,0,23.2,160.6,227.8,0.4,2
13.5,0,"1",8.04,4,0,0,0,0,25,5,0,1,24.4,126.4,227.8,0.6,2.2
14.9,0,"1",10.05,6.5,0,0,0,0,79,7,0,0,25.6,152.2,187.2,0,1.4
16.2,0,"1",11.55,7.5,0,0,0,0,92,7,0,0,15.75,99.25,199.75,0.75,1.25
16.1,1,"1",15.55,9,0,0,0,0,70,3,0,0,25.6,139.6,207.6,0,0.8
7.8,0,"1",11.8,6,0,0.25,0.25,0.25,38,4,0,0,22.4,78.2,252.6,0.8,2.6
7.2,1,"1",10.025,5,0,0.25,0.25,0.25,32,4,0,0,22.75,119.25,184.75,0,2.5
7.6,0,"-1",7.775,4.25,0,0.25,0.25,0.25,36,4,0,0,16,91,223.4,1,3.8
17.3,0,"1",7.74,4.8,0,0.2,0.2,0.2,93,8,0,0,17.6,78.2,267.6,0.8,2.2
12.1,1,"1",7.98,6.2,0,0,0,0,61,6,0,0,17.8,105.6,264,1,2.8
12.5,1,"1",5.5,3.75,0,0,0,0,35,3,0,1,21.4,76.8,243.8,2,2.6
8.4,0,"1",8.625,4.5,0,0,0,0,34,3,0,0,25.6,176.4,222.2,1,1.2
7.8,0,"1",8.16,4,0,0,0,0,38,4,0,0,15.25,75.75,164.75,0.75,2.25
8.2,1,"1",7.02,4.4,0,0,0,0,12,1,0,1,18.2,101.8,178.2,1,1.8
7.3,0,"1",5.36,3.8,0,0,0,0,33,4,0,0,19.8,116.2,149.8,0.2,1.4
10.4,1,"1",17.7,9.5,0,0,0,0,54,5,0.5,0,26.25,122.25,244.5,0.5,1.5
13.1,1,"1",14.225,8,0,0,0,0,71,6,0.25,0,23.4,146.6,207.6,0.4,1.2
12.7,1,"1",6.825,5.5,0,0,0,0,57,7,0,0,25.75,155.25,198,0.5,2
15.3,1,"1",6.8,6.6,0,0,0,0,73,8,0,0,17,90.8,175.4,0.6,2.2
8.8,1,"1",5.025,3.75,0,0,0,0,48,4,0,0,23.2,121.4,217.2,0.8,4.8
10.7,0,"1",5.75,3.25,0,0,0,0,17,3,0,1,27,204.5,156.5,0.75,3
9.2,0,"1",8.45,6.75,0,0,0,0,12,2,0,1,14.8,116.8,215,1,3.2
10.4,1,"1",7.325,5.25,0,0,0,0,54,5,0,0,21.4,133.4,232,1,1.8
12.8,1,"1",7.84,4.4,0,0,0,0,38,3,0,1,29,103.75,219.25,0.25,1.5
7.2,0,"1",5.06,3,0,0,0,0,32,4,0,0,23,87.75,216.25,1.25,1.5
7.2,0,"1",6.98,4.4,0,0,0,0,2,1,0,1,17.8,150,218,0.4,2
11.4,1,"1",8.04,4.4,0,0,0,0,24,3,0,0,14,104.6,144,1.4,3
9.2,1,"1",9.08,5.6,0,0,0,0,52,4,0,0,12.2,118.6,188.6,1.2,1.8
11,0,"1",8.76,5.4,0,0,0,0,60,5,0,0,23,103.25,208.25,1,2.25
11.9,1,"1",10.3,6.2,0,0,0,0,69,5,0,0,20,118.25,208.5,0.5,2.5
18.4,0,"1",10,6.2,0,0,0,0,74,5,0,1,14.5,143.5,155.25,1,1.75
8.7,1,"1",12.625,6.75,0,0,0,0,37,5,0,0,14.5,105,158,0.5,3.5
13.7,1,"1",12.5,7.25,0,0,0,0,37,4,0,1,26,136.2,206.2,0.8,1.4
12.4,0,"1",5.7,2.75,0,0,0,0,84,4,0,0,12.5,63.25,226.75,1.5,2.75
9.9,0,"1",5.96666666666667,3,0,0,0,0,69,3,0,0,28.25,131,260,0.25,0.75
14.5,0,"1",5.4,2.25,0,0,0,0,35,5,0,1,16.8,89.8,204.2,0,3.6
7.9,1,"1",9.025,4,0,0,0,0,39,4,0,0,7.8,112,150.2,0.4,2
7.1,0,"1",6.2,3,0,0,0,0,51,2,0,0,20.4,93.4,235.4,0,3.6
9,1,"1",8.475,4.5,0,0,0,0,50,4,0,0,24.5,118.75,204,0.75,2.75
14.3,0,"1",9.95,5.75,0,0,0,0,43,4,0,1,21,106.4,222.6,0.8,3
16.3,1,"1",8.075,5.5,0,0,0,0,53,5,0,1,18.8,145,221.4,1,2.4
20,0,"-1",9.72,6.2,0,0,0,0,50,3,0,2,20.25,155.5,236.25,1.25,2
17.5,1,"1",12.8,6.2,0,0,0,0,65,5,0,1,31.5,89,293.25,0.5,1.5
10.6,0,"1",14.6,7,0,0,0,0,46,6,0,0,19,127,209.4,1,1.4
8.1,1,"1",5.33333333333333,3,0,0,0,0,71,1,0,0,25.5,69,261.75,1.25,2.75
11.5,1,"1",6.3,2.5,0,0,0,0,25,3,0,1,27.6,98,244,0.2,2
9,0,"1",5.3,2.5,0,0,0,0,10,2,0,1,23,118.8,225.6,0.2,2.2
10,1,"-1",5.95,2.5,0,0,0,0,20,2,0,1,22.6,132,221,1.6,3.4
15.5,1,"1",12.45,5.5,0,0,0,0,95,6,0.25,0,26.4,143.8,211.8,0.4,3.2
20,0,"1",11.7,6.75,0,0,0,0,80,6,0,1,27,149.4,203.8,0.2,1.4
17.4,0,"1",11.55,7,0,0,0,0,94,8,0,0,26.25,144.75,320.25,0.25,0.75
8.2,1,"1",15.075,8.5,0,0,0,0,42,4,0,0,13.75,81.5,264.75,1,3.5
10.2,1,"1",13.38,8.4,0,0,0,0,52,6,0,0,16.2,142.2,215.2,0.8,2
15.8,0,"-1",12.32,7.6,0,0,0,0,58,4,0,1,17.4,104.2,197.4,1,2.4
15.9,1,"1",11.48,6.8,0,0,0,0,99,6,0,0,22.25,92.25,218.5,0.5,1
7.6,1,"1",9.34,5.4,0,0,0.2,0.2,46,3,0,0,15.8,79.4,225.6,1,2.8
18.2,1,"1",10.18,7.8,0,0,0,0,72,5,0,1,26,70.6,243.4,1.2,3.2
36.1,1,"1",11.6,9,0,0,0,0,111,10,0,2,14.5,105,227.75,1.25,1.5
13.6,0,"-1",16.575,9,0,0,0,0,86,5,0.25,0,28.4,153.6,270.4,0.4,1.4
7.9,1,"1",16.975,9.75,0,0,0,0,39,4,0.25,0,20.25,96.75,223.5,1.25,3.25
19.7,1,"1",16.025,10.5,0,0,0,0,47,4,0.25,2,28.8,132.6,255.4,0.4,2.2
12.9,1,"1",16.76,9.6,0,0,0,0,69,7,0.2,0,19.5,104,223,0,3.25
8.3,0,"1",9.82,7.6,0,0,0,0,43,4,0,0,16.6,122,245.4,2,1.6
8.6,1,"1",5.5,3.8,0,0,0,0,56,3,0,0,19.4,93.6,207.6,0.6,2.4
8.5,1,"1",6.7,4.2,0,0,0,0,5,2,0,1,28.5,148.5,205.75,0.25,1.75
12.6,1,"1",5.18,3.8,0,0,0,0,36,3,0,1,22.4,168.4,146,0.6,1.8
7.3,0,"1",7.03333333333333,3.33333333333333,0,0,0,0,33,4,0,0,23.4,130.6,230,1,1.6
10,0,"1",6.63333333333333,4,0,0,0,0,70,3,0,0,10,96.6,177.8,1.6,3.2
11.9,0,"1",6.43333333333333,5.66666666666667,0,0,0,0,29,3,0,1,20.25,91.25,204,1.25,2.25
9.4,1,"1",7.8,5.25,0,0,0,0,44,5,0,0,15.8,130,204.4,0.8,2.2
9.2,0,"1",7.875,6,0,0,0,0,42,5,0,0,19.75,111.75,209.75,0.75,2
7.9,0,"1",5.14,5.2,0,0,0,0,29,5,0,0,20.5,140.25,266.75,0.25,1.5
19,1,"1",7.62,5.4,0,0,0,0,60,7,0,1,18.5,102.75,189.75,0.5,2.25
14.8,1,"1",8.025,4.25,0,0,0,0,38,5,0,1,21.5,97.5,266.5,1,2.75
10.6,0,"1",11.725,5.5,0,0,0,0,66,4,0,0,26.5,99.5,228.75,0.5,2.5
12.2,0,"1",7.48,5.6,0,0,0,0,62,6,0,0,13.6,98.6,180.6,0.2,1.4
7.5,1,"1",7,4.5,0,0,0,0,35,4,0,0,17.25,101,211.75,1,2.75
7.4,1,"1",7.3,4.4,0,0,0,0,34,4,0,0,30.8,118.6,225.6,0.8,2
13.8,0,"1",12.475,6,0,0,0,0,68,7,0,0,26.25,134,191,0.5,1.75
15.7,1,"1",13.65,7,0,0,0,0,47,5,0,1,24.2,105.4,220.4,1.2,2.4
13.8,0,"1",11.32,6,0,0,0,0,28,5,0,1,11.2,96.2,178.8,1,3.8
8.8,1,"1",13.4,7.2,0,0,0,0,38,5,0,0,4.4,88.4,115.8,1.2,3.2
10.6,1,"1",10.92,7,0,0,0,0,56,5,0,0,10,90,148,1.4,2.2
10.3,1,"1",10.28,6.2,0,0,0,0,73,4,0,0,22.6,145.6,183.6,0.8,2.8
11.9,0,"1",9.46,6.6,0,0,0,0,59,7,0,0,17.8,127.2,180.2,0.6,3.6
10.02,1,"1",9.08,7.8,0,0,0,0,41,5,0,0,25.4,111.2,250.2,0.4,1.4
8.5,1,"1",7.984,7,0,0,0,0,45,5,0,0,22.2,170.4,157.8,0.4,2.4
26.94,0,"1",5.45,4.75,0,0,0,0,100,7,0,1,29.5,139.75,211.25,0.5,3.25
13.1,0,"1",11.31,6.25,0,0,0.25,0.25,41,3,0,1,9.25,86.5,147.25,0.25,5
10.3,1,"1",13.36,5.5,0,0,0.25,0.25,43,6,0,0,19.5,124,211.5,0.75,3
21.9,1,"1",11.888,5.4,0,0,0.2,0.2,79,8,0,1,9.8,56.8,162.4,1,5.6
18.2,0,"1",9.12,5.4,0,0,0,0,72,5,0,1,24.5,170.5,190.5,0.75,1.5
15.6,1,"1",10.7,5.4,0,0,0,0,96,6,0,0,18,81.6,233.6,0.8,2.4
9,1,"1",5.58,3.25,0,0,0,0,40,5,0,0,12.4,98.8,142.4,1.2,3.2
7.6,0,"1",6.2,5,0,0,0,0,46,3,0,0,24.5,129,207.75,0.75,2.75
18.9,1,"1",17.08,6.4,0,0,0,0,39,3,0.4,2,15.8,85,193.4,1.4,4.2
19.1,0,"1",19.5,7.2,0,0,0,0,101,6,0.4,0,20.5,111.75,239.5,1,3.25
18.3,1,"1",22.78,8.4,0,0,0,0,53,7,0.6,1,18.2,104.4,197.2,0.6,1.6
18.5,0,"1",18.54,8.8,0,0,0,0,65,6,0.4,1,21.4,93.6,305.2,1,1.6
16.1,1,"1",15.35,8.25,0,0,0,0,91,7,0.25,0,21.75,101,213.25,1,1.75
10.9,1,"1",14.6,9.25,0,0,0,0,59,5,0,0,14.2,89.2,222,0,2.4
19.4,1,"1",12.75,8.5,0,0,0,0,84,5,0,1,21,129.5,249.75,0,1.5
11.9,0,"1",16.225,8.5,0,0,0,0,29,3,0,1,19,59.6,285.8,0.6,2.4
7.7,0,"1",14.575,7.5,0,0,0,0,47,3,0,0,12.4,83.6,241.2,0.8,3
14.6,1,"1",13.2,7.6,0,0,0,0,66,8,0,0,23.2,89.4,277.8,0.4,2.6
8.9,0,"1",9.32,5.6,0,0,0,0,59,3,0,0,20.2,98.6,222.4,0,2.4
12.6,0,"1",11.1,6.2,0,0,0,0,66,6,0,0,24.6,100.4,258.6,0.6,2.4
7.2,1,"-1",12.08,6.6,0,0,0,0,42,3,0,0,25.2,77.2,269,0.6,1.2
10.3,1,"1",7.16,5.2,0,0,0,0,23,2,0,1,28.25,135.75,248.25,0.75,1.25
9.2,1,"1",5.9,4,0,0,0,0,42,5,0,0,22,118,213.25,0.5,1.5
15,0,"1",5.625,4.25,0,0,0,0,40,5,0,1,17.6,82.6,199.4,1.4,3
11.6,1,"1",5.23333333333333,4.66666666666667,0,0,0,0,76,4,0,0,29.75,82.5,277.5,0.75,1.5
8.9,0,"1",5.025,3,0,0,0,0,19,2,0,1,20.5,95,206.5,0.25,2.75
7.9,0,"1",6.925,3.25,0,0,0,0,39,4,0,0,31,116.6,240.8,0.2,2
7.9,1,"1",7.125,4.25,0,0,0,0,9,1,0,1,19.2,89.6,210.2,0.6,1.2
8.1,1,"1",5.325,3.25,0,0,0,0,41,4,0,0,30.5,150.25,260.5,0.75,2.25
9.2,0,"1",5.85,3.75,0,0,0,0,62,3,0,0,20.6,78,182,0.2,2
12.4,1,"1",6.975,4.25,0,0,0,0,24,4,0,1,23.6,121.4,221,1.4,4
11,1,"1",7.75,4.25,0,0,0,0,20,3,0,1,18.4,92,180.4,0.2,1.6
28.2,1,"1",6.075,3.25,0,0,0,0,82,8,0,2,27,109.5,240,1,1.75
8.6,1,"1",8.425,5.75,0,0,0,0,46,4,0,0,20.75,118.25,240.5,0.75,3
28.6,1,"1",5.925,5.25,0,0,0,0,136,7,0,1,28.75,104.25,219.5,0.75,3.25
8.2,1,"1",11.95,7.5,0,0,0,0,32,5,0.25,0,30,122.5,283.5,1,1.25
21.3,0,"1",11.16,8.4,0,0,0,0,73,8,0.2,1,22,69.25,291,1,2.25
11.3,1,"1",10.25,4.5,0,0,0,0,63,5,0,0,14.75,63.5,266.75,1.25,3
8.8,0,"1",10.6,5.33333333333333,0,0,0,0,48,4,0,0,16.5,105.5,209.5,0.5,3.5
17.9,1,"1",10.15,5.75,0,0,0,0,59,6,0,1,33.25,123.5,285.75,1.25,3
11.3,0,"1",9.5,5.5,0,0,0,0,43,7,0,0,16.75,80.25,218,1.25,2.5
7.1,0,"1",7.02,3.4,0,0,0,0,41,3,0,0,21.4,125.8,221.6,0.2,1.8
19.4,1,"1",7.32,4.6,0,0,0,0,74,6,0,1,19,61.8,216.8,1.2,2.8
9,1,"1",10.3,6,0,0,0,0,40,5,0,0,14.25,96.5,219.5,0.25,1.75
8.5,0,"1",9.625,6.5,0,0,0,0,45,4,0,0,19.5,147.5,150.75,0,1.75
12.5,1,"1",6.68,4.2,0,0,0,0,45,8,0,0,26.2,120.4,221.6,0.2,2
15.9,1,"1",7.38,5.2,0,0,0,0,49,5,0,1,26.6,110,255.2,1,1.4
13,0,"1",8.86,5.4,0,0,0,0,30,4,0,1,16.6,114.4,218,1.2,1.2
16.7,0,"1",7.85,6.25,0,0,0,0,57,5,0,1,15.75,128,228.75,1.5,2
30.1,1,"1",9.3,6.5,0,0,0,0,71,5,0,3,18.75,110,197.5,0.5,2.25
14.5,0,"1",15.05,6.5,0,0,0,0,75,7,0,0,30.25,115,271.75,0.5,1.5
10.2,1,"1",14.94,7.2,0,0,0,0,42,6,0,0,19.6,105.6,232.8,0.8,3.2
11.5,0,"1",13.64,7.6,0,0,0,0,45,7,0,0,18,73.25,206.5,0.75,3.5
13.7,1,"1",5.8,6.6,0,0,0,0,47,3,0,1,17,83,196.6,0.8,1.8
20.4,0,"1",6.5,5.4,0,0,0,0,94,5,0,1,31.2,145.2,246.6,1.4,1.2
7.3,1,"1",7.44,4.4,0,0,0,0,43,3,0,0,22.4,126,302.4,1.2,2.4
8,0,"1",7.825,6,0,0,0,0,40,4,0,0,20,106.6,221.8,0.8,2.8
7.9,1,"1",9.825,6.5,0,0,0,0,9,1,0,1,26.5,75.75,236.5,0.75,2
9.2,0,"1",12.8,6.4,0,0,0,0,42,5,0,0,26,91.2,294.2,0.6,1.8
17.3,1,"1",11.68,7,0,0,0,0,73,4,0,1,26,87.8,272.8,0.6,3.4
7.5,1,"1",9.75,6.25,0,0,0,0,45,4,0,0,28.25,166.25,251,0.25,1
13.3,1,"1",5.325,6.75,0,0,0,0,53,2,0,1,16.2,78.2,203.8,0.4,2
7.1,1,"1",11.425,6.75,0,0,0,0,31,4,0,0,25.5,110.5,180.25,0.5,1.75
9.8,0,"1",9.75,5,0,0,0,0,48,5,0,0,25.2,93.4,300.4,0.4,1.6
34.2,1,"1",6.975,5.5,0,0,0,0,102,9,0,2,23,122.75,221.75,0.75,3.5
9,0,"1",12.52,7,0,0,0,0,50,4,0.2,0,31.75,140.5,215.5,0.5,2.25
11.7,0,"1",12.9,7,0,0,0,0,47,1,0.2,1,23.6,128.6,214.4,0.4,1.2
15.5,1,"1",14.18,6.8,0,0,0,0,55,4,0.2,1,19.8,100.6,251.2,0.2,1.6
10.6,0,"1",15.32,6,0,0,0,0,56,5,0.2,0,24.8,108.2,251.2,0.6,2.4
11.3,1,"1",10.6,5.8,0,0,0,0,53,6,0,0,23.6,132.8,234.6,0,2
8.3,0,"1",11.62,6,0,0,0,0,43,4,0,0,27.4,104.4,274.8,0.8,1
8.7,1,"1",11.9,6.5,0,0,0,0,47,4,0,0,26,139.4,249,1.2,2.4
11.1,0,"1",8.725,5.5,0,0,0,0,21,3,0,1,24.5,96.5,250.5,0.75,1.25
16.6,1,"1",9.15,4.5,0,0,0,0,66,4,0,1,27.5,142,214.75,0.25,2.5
16.2,1,"1",8.54,4,0,0,0,0,52,5,0,1,26.25,144,238,0.75,4
14.4,0,"1",11,4.8,0,0,0,0,34,5,0,1,21.6,143,197,0.2,3.4
13.5,1,"1",12.14,5.8,0,0,0,0,85,5,0,0,25.2,118.2,235.4,0.6,2
12,0,"1",12.62,6.4,0,0,0,0,40,8,0,0,22,118,185,0.2,2.8
13.8,1,"1",11.7,7.8,0,0,0,0,88,5,0,0,26.5,104.5,262.75,0,2.25
7.5,1,"-1",13.98,8.8,0,0,0,0,35,4,0,0,21.4,115.4,190,0.2,2.8
16.2,0,"1",12.24,8.6,0,0,0,0,42,6,0,1,26,143.6,251.2,1.6,2
18.2,0,"1",16.72,8,0,0,0,0,62,6,0,1,19,141.25,250.75,0.25,2
21.5,0,"1",15.9,8,0,0,0,0,105,8,0,0,18.8,145.4,215.4,0.6,2.4
20.9,0,"1",14.7,7,0,0,0,0,119,6,0.2,0,18.25,99.75,255,1.25,4
11.2,1,"1",13.84,6.6,0,0,0,0,62,5,0.4,0,23.75,97.75,305.5,0.5,2
10.9,0,"1",10.175,6.25,0,0,0,0,59,5,0.25,0,21,122.75,230.25,0.25,2.75
23.2,0,"1",12.25,7.75,0,0,0,0,72,10,0.25,1,26,153.4,239.2,0.6,2.2
24,1,"1",16.55,9.5,0,0,0,0,110,10,0.25,0,20.6,118.4,192.2,0.6,3.2
29.1,0,"1",14.075,8.5,0,0,0,0,131,7,0.25,1,19.6,92.8,214.2,1.2,2
9.5,1,"1",20.825,10.5,0,0,0,0,65,3,0.5,0,16.8,92.6,254.8,1.6,2.6
19.9,1,"1",19.95,8.25,0,0,0,0,79,6,0.5,1,25.4,123.4,312.6,0,1.8
16.6,1,"1",15.825,8.5,0,0,0,0,66,4,0.25,1,15.5,122,272.5,0.25,3
16,0,"1",18.775,8.75,0,0,0,0,80,8,0.25,0,22,111.8,231.2,0.4,2.6
14.4,1,"1",18.22,8.6,0,0,0,0,54,3,0.2,1,26.25,183.5,258.25,1,0.75
12,0,"1",15.28,7.6,0,0,0,0,70,5,0,0,19.4,115.6,208,0,1.6
23.9,0,"1",15.78,8.4,0,0,0,0,129,9,0,0,38.5,145.5,299,0.5,1.75
8.2,1,"1",16.58,8.4,0,0,0,0,52,3,0.2,0,21,143.25,195.75,0.5,0.75
19.9,0,"1",14.9,7.8,0,0,0,0,79,6,0.2,1,23.5,101,309.75,0.75,1.75
8,0,"1",15.68,7.8,0,0,0,0,40,4,0.2,0,24.4,130.6,233,0.4,1.4
15.4,0,"1",20.92,10.6,0,0,0,0,94,6,0.4,0,32.5,123,301.25,1.25,1.75
16.2,0,"1",17.3,9,0,0,0,0,52,5,0.25,1,22.75,108.75,218.75,0.75,1.5
8.9,1,"1",15.95,7.5,0,0,0,0,39,5,0.25,0,14.75,120,249,1.5,2.75
7.3,1,"1",10.65,6.25,0,0,0,0,33,4,0,0,26.6,98,285.8,0.8,2
10.5,0,"1",8.625,6.25,0,0,0,0,45,4,0,0,20,91.25,225.75,0.75,1.75
12.7,1,"1",9.78,6.8,0,0,0,0,87,4,0,0,26.75,96.25,262.75,0.75,0.75
14.5,0,"1",9.08,6.8,0,0,0,0,85,6,0,0,25.6,96.2,276.6,0.4,2.4
11.9,1,"1",10.2,7,0,0,0,0,59,6,0,0,18.75,98.75,228.25,1.25,2
7.2,0,"1",11.12,8,0,0,0,0,22,3,0,0,18.8,120.8,227,0.4,2.8
9.1,0,"1",5.33333333333333,3,0,0,0,0,51,4,0,0,24.6,109.6,199.6,0,1.6
8.4,1,"1",5.825,4,0,0,0,0,14,1,0,1,25.75,162,201,1.25,1
8.6,0,"1",5.66,4,0,0,0,0,16,1,0,1,13.25,79.5,205,1.5,4.25
7.7,0,"1",6.525,4.25,0,0,0,0,27,5,0,0,19.6,106.4,253,0.4,0.6
20.3,1,"1",11.775,4.5,0,0,0,0,83,6,0,1,17.4,116.2,185.6,0.8,3.8
9.1,1,"1",11.175,4.75,0,0,0,0,11,2,0,1,23.25,143.25,181,0,2.25
10,0,"1",5.7,3,0,0,0,0,20,2,0,1,22,90.25,232.5,0.25,0.75
9.3,0,"1",7.16666666666667,2,0,0,0,0,13,2,0,1,25,111,262.6,0.4,3
12.7,1,"1",7.7,2.75,0,0,0,0,37,3,0,1,24.25,133.25,221.75,1.25,2.25
14.3,1,"1",8.6,3.25,0,0,0,0,43,4,0,1,19.4,120,232.6,1,1.8
17.2,1,"1",7.73333333333333,3,0,0,0,0,72,4,0,1,16.8,131.6,155.2,1,2.4
17.8,0,"-1",11.0333333333333,4.66666666666667,0,0,0,0,58,6,0,1,14.2,123.2,184.8,1.2,1.8
16.8,1,"1",12.725,5,0,0,0,0,18,3,0,2,12.75,103.5,117.5,0.5,3
8.7,0,"1",10.98,3.8,0,0,0,0,37,5,0,0,16.8,111.6,169.6,0.8,2.2
7.4,1,"1",7.04,3.6,0,0,0,0,44,3,0,0,24.25,106.75,236.75,0.5,2
12,1,"1",5.32,3.6,0,0,0,0,30,3,0,1,23.5,123.75,189.75,1,2.5
10.7,1,"1",7.02,4.8,0,0,0,0,27,2,0,1,25.4,90.6,237.6,0.4,0.8
10.2,1,"1",5.38,3.6,0,0,0,0,12,3,0,1,10,81,153.8,0.4,5.4
22,0,"1",9.9,4.75,0,0,0,0,50,5,0,2,30.5,210.5,164,0.5,1.75
9.7,1,"-1",12.55,4.75,0,0,0,0,17,2,0,1,14,81.5,163.5,0.25,2.25
18.1,1,"1",13.075,3.75,0,0,0,0,71,5,0,1,28.75,110.75,285.75,0.25,0.75
10.4,1,"1",7.5,3.8,0,0,0,0,24,2,0,1,15.6,70.4,224,0.6,1.4
8.2,1,"1",8.475,4.25,0,0,0,0,52,3,0,0,20.25,90.25,221.5,0.25,3.5
14.4,1,"1",5.75,4,0,0,0,0,44,4,0,1,26.25,94.5,265.5,0.25,1.5
10,0,"-1",11.3,6,0,0,0,0,60,4,0,0,21.2,80.2,239,0.2,2.2
10,1,"1",12.2,7.5,0,0,0,0,20,3,0,1,19,99.5,193.75,1,4.5
14.9,0,"1",10,6,0,0,0,0,69,8,0,0,16,100.6,175.2,0.8,2.8
10.5,1,"1",10.98,6.6,0,0,0,0,55,5,0,0,19.6,154.8,178,0.6,0.6
19,1,"1",14.1,6.6,0,0,0,0,80,5,0,1,24.2,171.6,209.8,1,1.8
9.8,1,"1",15.02,6.4,0,0,0,0,38,6,0,0,20.2,94.4,262.2,1,3.2
22.5,0,"1",10.05,5.75,0,0,0,0,95,7,0,1,19.25,154.5,189.5,0.5,1.5
10.9,0,"1",7.76,5,0,0,0,0,59,5,0,0,25,125.5,259.5,0,2
21.8,1,"1",8.98,5.6,0,0,0,0,118,7,0,0,14.2,66,189,0.8,3.2
16.6,0,"1",8.82,5.6,0,0,0,0,56,5,0.2,1,23.2,116.4,239.4,0.2,2.4
11,1,"1",7.325,3.5,0,0,0,0,60,5,0,0,23,123.5,265.5,1,1.5
8.6,0,"1",6.58,4.8,0,0,0,0,46,4,0,0,23,145.8,217.8,0.8,1.8
12.3,1,"1",5.36666666666667,5.33333333333333,0,0,0,0,73,5,0,0,27,117,218,0.8,2.8
15.5,0,"1",7.6,5.66666666666667,0,0,0,0,55,4,0,1,17,163.2,155.8,0.2,1.4
16.5,0,"1",7.9,4.4,0,0,0,0,59,4,0,1,25,134.5,222,0.75,1.75
15.5,1,"1",10.68,4.8,0,0,0.2,1.2,85,7,0,0,22.5,103.75,292.75,0.25,1
12.3,1,"1",11.36,5.4,0,0,0.2,1.2,73,5,0,0,17.5,94.5,120.75,1,4
12.7,0,"1",15,6.25,0,0,0,0,67,6,0,0,36.2,145.8,279.6,0.2,1.4
19.3,0,"1",14.425,6.75,0,0,0,0,53,6,0,1,23.8,120,209.8,1,3.6
14.6,1,"1",16.525,8,0,0,0,0,46,4,0,1,27.4,84.4,334.4,0.6,1.8
8.8,0,"1",13.675,7,0,0,0,0,48,4,0,0,19.2,125.2,280.6,1.2,3
8.7,1,"1",12.7,6.6,0,0,0,0,47,4,0,0,26,137,227,0.75,1.5
12.3,0,"1",11.12,5.6,0,0,0,0,63,6,0,0,17.75,116.75,180.75,0.75,3
20.7,0,"1",9.72,5.6,0,0,0,0,97,5,0,1,14.5,103.25,222.5,1,3.25
11.6,1,"1",10.94,5.6,0,0,0,0,66,5,0,0,22.6,117.4,232.2,1,2.2
22.2,0,"1",11.5,6.4,0,0,0,0,92,7,0,1,26.6,137,239,0.6,2.8
7.5,1,"1",14.2,7,0,0,0,0,45,3,0,0,12.4,69.8,191.8,1.4,3
14.4,0,"1",9.75,6,0,0,0,0,84,6,0,0,23.2,77.4,222.8,0.4,3.2
8.7,1,"1",11.3,6.33333333333333,0,0,0,0,17,2,0,1,16,107.6,216.2,0.4,3.8
8.3,0,"1",10.25,6.25,0,0,0,0,43,4,0,0,22,138,231.8,0.6,3.4
14.7,1,"-1",7.58,5.4,0,0,0,0,67,8,0,0,23.25,71.25,284.75,0,1.25
9.1,0,"-1",7.64,6,0,0,0,0,41,5,0,0,28.25,102.75,197.25,0.25,3
16.6,0,"1",7.72,6.4,0,0,0,0,86,8,0,0,16.75,100.75,204.75,0.5,3.25
